unnamed:_0,age,matches_played,starts,minutes,90s_played,assists,goals_+_assists,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90,90s,xg_overperformance,age_band_encoded,goals
1121,21,5,0,91,1.0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.35,0.18,0.35,5,-0.2,2,0
1122,17,1,0,7,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
1123,30,38,38,3406,37.8,3,4,0,2,0,2.9,2.9,1.1,4.0,30,188,2,0.03,0.08,0.11,0.03,0.11,0.08,0.03,0.11,0.08,0.11,38,-1.9,0,1
1124,30,37,37,3330,37.0,2,5,0,6,0,2.8,2.8,3.9,6.7,50,224,163,0.08,0.05,0.14,0.08,0.14,0.08,0.1,0.18,0.08,0.18,37,0.2000000000000001,0,3
1125,31,36,35,2843,31.6,10,24,4,4,0,13.0,9.8,4.0,13.8,31,36,219,0.39,0.28,0.76,0.35,0.66,0.41,0.13,0.54,0.31,0.44,36,1.0,0,14
1126,27,34,34,3005,33.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,1,0
1127,27,34,33,2938,32.6,4,16,0,3,0,7.4,7.4,2.7,10.1,56,112,131,0.35,0.12,0.49,0.37,0.49,0.23,0.08,0.31,0.23,0.31,34,4.6,1,12
1128,28,35,32,2852,31.7,4,10,0,5,0,4.4,4.4,2.4,6.8,24,144,119,0.17,0.11,0.32,0.19,0.32,0.14,0.08,0.22,0.14,0.22,35,1.5999999999999996,1,6
1129,29,32,31,2636,29.3,1,1,0,3,0,0.3,0.3,1.2,1.5,30,118,32,0.0,0.03,0.03,0.0,0.03,0.01,0.04,0.05,0.01,0.05,32,-0.3,0,0
1130,26,32,26,2370,26.3,2,2,0,4,0,1.1,1.1,1.7,2.8,46,126,62,0.0,0.06,0.08,0.0,0.08,0.04,0.07,0.11,0.04,0.11,32,-1.1,1,0
1131,25,22,22,1924,21.4,0,1,0,2,0,0.8,0.8,0.6,1.4,27,82,8,0.05,0.0,0.05,0.05,0.05,0.04,0.03,0.07,0.04,0.07,22,0.1999999999999999,1,1
1132,27,28,13,1283,14.3,4,6,0,1,0,2.7,2.7,3.5,6.2,73,32,143,0.07,0.14,0.42,0.14,0.42,0.19,0.25,0.44,0.19,0.44,28,-0.7000000000000002,1,2
1133,23,26,13,1177,13.1,1,1,0,0,0,0.5,0.5,1.8,2.3,11,67,18,0.0,0.04,0.08,0.0,0.08,0.04,0.14,0.18,0.04,0.18,26,-0.5,2,0
1134,33,15,12,1074,11.9,1,1,0,2,0,0.3,0.3,0.0,0.4,3,50,2,0.0,0.07,0.08,0.0,0.08,0.03,0.0,0.03,0.03,0.03,15,-0.3,0,0
1135,22,4,3,325,3.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,2,0
1136,29,30,1,419,4.7,1,2,0,1,0,2.6,2.6,0.8,3.4,11,7,30,0.03,0.03,0.43,0.21,0.43,0.56,0.17,0.73,0.56,0.73,30,-1.6,0,1
1137,24,18,1,216,2.4,0,0,0,2,0,0.7,0.7,0.4,1.1,7,8,36,0.0,0.0,0.0,0.0,0.0,0.29,0.15,0.44,0.29,0.44,18,-0.7,1,0
1138,28,10,1,197,2.2,0,1,0,1,0,1.5,1.5,0.1,1.7,1,5,8,0.1,0.0,0.46,0.46,0.46,0.71,0.05,0.76,0.71,0.76,10,-0.5,1,1
1139,22,4,1,142,1.6,0,0,0,1,0,0.2,0.2,0.0,0.2,2,5,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,4,-0.2,2,0
1140,28,1,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
1141,26,1,0,12,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1,0.0,1,0
1142,24,34,34,3060,34.0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,34,0.0,1,0
1143,33,36,34,3058,34.0,4,8,0,5,0,0.9,0.9,2.3,3.2,37,242,32,0.11,0.11,0.24,0.12,0.24,0.03,0.07,0.09,0.03,0.09,36,3.1,0,4
1144,25,37,32,2881,32.0,1,5,0,5,1,4.1,4.1,4.3,8.4,40,216,79,0.11,0.03,0.16,0.12,0.16,0.13,0.14,0.26,0.13,0.26,37,-0.0999999999999996,1,4
1145,31,34,32,2640,29.3,2,3,0,6,0,2.7,2.7,1.3,3.9,32,109,42,0.03,0.06,0.1,0.03,0.1,0.09,0.04,0.13,0.09,0.13,34,-1.7000000000000002,0,1
1146,25,36,32,2383,26.5,8,33,5,3,0,18.9,14.9,4.9,19.8,21,46,199,0.69,0.22,1.25,0.79,1.1,0.71,0.18,0.9,0.56,0.75,36,6.100000000000001,1,25
1147,26,31,28,2247,25.0,5,20,1,4,0,10.3,9.5,7.1,16.7,142,73,316,0.48,0.16,0.8,0.56,0.76,0.41,0.29,0.7,0.38,0.67,31,4.699999999999999,1,15
1148,24,34,27,2402,26.7,9,9,0,3,0,1.1,1.1,4.7,5.8,83,87,191,0.0,0.26,0.34,0.0,0.34,0.04,0.18,0.22,0.04,0.22,34,-1.1,1,0
1149,25,30,27,2327,25.9,0,0,0,10,0,1.0,1.0,0.1,1.1,7,51,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,30,-1.0,1,0
1150,32,30,26,2067,23.0,2,6,0,3,0,2.2,2.2,2.1,4.3,67,107,139,0.13,0.07,0.26,0.17,0.26,0.1,0.09,0.19,0.1,0.19,30,1.7999999999999998,0,4
1151,23,36,25,2070,23.0,7,14,0,1,0,7.3,7.3,6.0,13.2,108,140,211,0.19,0.19,0.61,0.3,0.61,0.32,0.26,0.57,0.32,0.57,36,-0.2999999999999998,2,7
1152,29,34,23,1967,21.9,4,7,1,1,0,6.6,5.8,3.3,9.1,44,149,68,0.09,0.12,0.32,0.14,0.32,0.3,0.15,0.45,0.26,0.42,34,-3.6,0,3
1153,31,23,23,1903,21.1,2,2,0,7,0,0.8,0.8,1.8,2.6,52,142,47,0.0,0.09,0.09,0.0,0.09,0.04,0.09,0.12,0.04,0.12,23,-0.8,0,0
1154,22,30,19,1751,19.5,3,3,0,2,0,0.2,0.2,2.0,2.2,60,114,104,0.0,0.1,0.15,0.0,0.15,0.01,0.1,0.11,0.01,0.11,30,-0.2,2,0
1155,23,18,12,1125,12.5,0,0,0,1,0,0.5,0.5,0.0,0.6,13,46,14,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,18,-0.5,2,0
1156,24,29,9,991,11.0,2,6,0,1,0,3.1,3.1,1.0,4.1,46,36,69,0.14,0.07,0.54,0.36,0.54,0.28,0.09,0.37,0.28,0.37,29,0.8999999999999999,1,4
1157,22,31,7,1169,13.0,1,3,0,3,0,2.0,2.0,2.9,4.9,54,92,99,0.06,0.03,0.23,0.15,0.23,0.15,0.22,0.37,0.15,0.37,31,0.0,2,2
1158,27,5,4,387,4.3,0,0,0,0,0,0.2,0.2,0.0,0.2,5,23,5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,5,-0.2,1,0
1159,20,6,4,272,3.0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,20,7,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,6,-0.1,2,0
1160,21,9,3,283,3.1,0,2,0,1,0,0.6,0.6,0.0,0.6,2,12,2,0.22,0.0,0.64,0.64,0.64,0.18,0.01,0.19,0.18,0.19,9,1.4,2,2
1161,36,3,3,270,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,3,0
1162,33,11,2,468,5.2,0,0,0,1,0,0.1,0.1,0.2,0.3,5,26,5,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,11,-0.1,0,0
1163,19,9,2,222,2.5,0,0,0,0,0,0.0,0.0,0.2,0.2,13,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9,0.0,2,0
1164,30,1,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0
1165,26,1,0,23,0.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
1166,24,1,0,22,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
1167,18,2,0,14,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
1168,19,1,0,6,0.1,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94,1,-0.1,2,0
1169,25,1,0,6,0.1,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29,1,-0.1,1,0
1170,24,38,38,3420,38.0,1,1,0,2,0,1.0,1.0,0.7,1.8,29,107,5,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,38,-1.0,1,0
1171,24,38,38,3420,38.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,1,0
1172,27,38,36,3177,35.3,1,3,0,1,0,1.4,1.4,3.7,5.1,66,172,172,0.05,0.03,0.08,0.06,0.08,0.04,0.1,0.15,0.04,0.15,38,0.6000000000000001,1,2
1173,28,37,36,3143,34.9,0,2,0,8,0,1.7,1.7,0.9,2.6,45,139,23,0.05,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07,37,0.3,1,2
1174,23,34,31,2572,28.6,1,3,0,6,0,3.4,3.4,1.7,5.0,70,144,50,0.06,0.03,0.1,0.07,0.1,0.12,0.06,0.18,0.12,0.18,34,-1.4,2,2
1175,27,32,27,2418,26.9,2,14,2,0,0,11.9,10.3,2.4,12.7,24,16,175,0.38,0.06,0.52,0.37,0.45,0.44,0.09,0.53,0.38,0.47,32,0.0999999999999996,1,12
1176,27,31,27,2256,25.1,2,2,0,5,0,0.6,0.6,1.6,2.2,28,106,93,0.0,0.06,0.08,0.0,0.08,0.02,0.07,0.09,0.02,0.09,31,-0.6,1,0
1177,29,30,23,2045,22.7,2,6,0,8,0,2.1,2.1,1.4,3.5,25,145,41,0.13,0.07,0.26,0.18,0.26,0.09,0.06,0.15,0.09,0.15,30,1.9,0,4
1178,21,27,22,1781,19.8,5,10,0,3,0,3.0,3.0,5.2,8.3,84,89,191,0.19,0.19,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42,27,2.0,2,5
1179,28,25,20,1626,18.1,1,3,1,4,0,4.7,3.9,2.5,6.4,27,61,82,0.08,0.04,0.17,0.06,0.11,0.26,0.14,0.4,0.22,0.35,25,-2.7,1,2
1180,30,22,15,1373,15.3,1,4,2,4,0,2.3,0.7,1.5,2.2,17,106,14,0.14,0.05,0.26,0.07,0.13,0.15,0.1,0.25,0.05,0.15,22,0.7000000000000002,0,3
1181,19,28,11,1227,13.6,1,3,0,7,0,2.7,2.7,0.7,3.4,22,63,44,0.07,0.04,0.22,0.15,0.22,0.2,0.05,0.25,0.2,0.25,28,-0.7000000000000002,2,2
1182,35,14,11,915,10.2,0,0,0,1,0,0.5,0.5,0.1,0.5,4,26,1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,14,-0.5,3,0
1183,21,31,5,832,9.2,1,2,0,2,0,1.4,1.4,1.0,2.4,39,23,57,0.03,0.03,0.22,0.11,0.22,0.16,0.1,0.26,0.16,0.26,31,-0.3999999999999999,2,1
1184,21,14,5,469,5.2,1,1,0,0,0,0.3,0.3,0.8,1.0,2,14,25,0.0,0.07,0.19,0.0,0.19,0.05,0.15,0.2,0.05,0.2,14,-0.3,2,0
1185,24,6,4,318,3.5,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1,6,-0.2,1,0
1186,29,8,2,251,2.8,0,0,0,2,1,0.1,0.1,0.0,0.1,3,14,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,8,-0.1,0,0
1187,20,6,2,229,2.5,0,0,0,2,0,0.1,0.1,0.1,0.2,4,9,9,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,6,-0.1,2,0
1188,25,4,2,205,2.3,1,1,0,0,0,0.0,0.0,0.2,0.2,6,9,26,0.0,0.25,0.44,0.0,0.44,0.01,0.08,0.09,0.01,0.09,4,0.0,1,0
1189,22,3,2,152,1.7,1,1,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.0,0.33,0.59,0.0,0.59,0.19,0.08,0.27,0.19,0.27,3,-0.3,2,0
1190,25,4,1,187,2.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,4,0.0,1,0
1191,26,1,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0
1192,33,35,35,3150,35.0,1,1,0,1,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,35,0.0,0,0
1193,25,35,35,3115,34.6,5,5,0,8,0,1.4,1.4,4.2,5.6,143,128,193,0.0,0.14,0.14,0.0,0.14,0.04,0.12,0.16,0.04,0.16,35,-1.4,1,0
1194,25,36,35,3071,34.1,3,4,0,7,0,1.1,1.1,1.7,2.7,25,80,11,0.03,0.08,0.12,0.03,0.12,0.03,0.05,0.08,0.03,0.08,36,-0.1,1,1
1195,24,32,31,2704,30.0,3,22,2,6,0,19.4,17.9,1.9,19.7,42,26,143,0.59,0.09,0.73,0.6,0.7,0.65,0.06,0.71,0.59,0.66,32,-0.3999999999999986,1,19
1196,30,32,29,2521,28.0,5,10,0,6,0,1.8,1.8,2.4,4.1,31,102,91,0.16,0.16,0.36,0.18,0.36,0.06,0.08,0.15,0.06,0.15,32,3.2,0,5
1197,19,33,24,2200,24.4,0,1,0,5,0,0.5,0.5,0.6,1.1,14,75,12,0.03,0.0,0.04,0.04,0.04,0.02,0.02,0.05,0.02,0.05,33,0.5,2,1
1198,29,25,23,1728,19.2,0,3,0,1,0,1.1,1.1,0.8,1.9,18,90,16,0.12,0.0,0.16,0.16,0.16,0.06,0.04,0.1,0.06,0.1,25,1.9,0,3
1199,27,29,22,1931,21.5,3,7,1,7,0,2.7,1.9,4.8,6.6,11,92,34,0.14,0.1,0.33,0.14,0.28,0.12,0.22,0.35,0.09,0.31,29,1.2999999999999998,1,4
1200,24,26,15,1234,13.7,6,10,0,3,1,1.0,1.0,2.4,3.4,24,103,30,0.15,0.23,0.73,0.29,0.73,0.08,0.17,0.25,0.08,0.25,26,3.0,1,4
1201,26,20,14,1367,15.2,0,0,0,3,1,0.2,0.2,0.2,0.4,7,34,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,20,-0.2,1,0
1202,30,13,12,1098,12.2,0,0,0,2,0,0.1,0.1,0.0,0.1,2,27,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,13,-0.1,0,0
1203,22,12,11,851,9.5,2,3,0,3,0,0.6,0.6,1.5,2.1,12,37,24,0.08,0.17,0.32,0.11,0.32,0.06,0.16,0.22,0.06,0.22,12,0.4,2,1
1204,22,27,10,1099,12.2,1,2,0,6,0,0.9,0.9,0.6,1.5,19,47,31,0.04,0.04,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,27,0.0999999999999999,2,1
1205,23,15,10,962,10.7,2,3,0,0,0,0.5,0.5,3.0,3.5,15,50,19,0.07,0.13,0.28,0.09,0.28,0.05,0.28,0.32,0.05,0.32,15,0.5,2,1
1206,31,8,5,433,4.8,0,1,0,1,0,0.2,0.2,0.3,0.5,3,15,17,0.12,0.0,0.21,0.21,0.21,0.03,0.06,0.1,0.03,0.1,8,0.8,0,1
1207,20,9,4,406,4.5,0,0,0,1,0,0.1,0.1,0.0,0.2,12,17,26,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,9,-0.1,2,0
1208,28,8,4,351,3.9,0,1,0,1,0,0.7,0.7,0.0,0.7,3,14,2,0.12,0.0,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19,8,0.3,1,1
1209,25,9,4,343,3.8,0,0,0,2,1,0.7,0.6,0.2,0.9,8,5,20,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.22,0.15,0.21,9,-0.7,1,0
1210,34,3,3,270,3.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,3,0
1211,27,2,2,180,2.0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2,0.0,1,0
1212,20,4,2,144,1.6,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,4,0.0,2,0
1213,29,1,1,54,0.6,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0.0,0.0,0.0,0.0,0.0,0.13,0.47,0.6,0.13,0.6,1,-0.1,0,0
1214,21,1,0,18,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0
1215,18,2,0,8,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
1216,17,1,0,8,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,1,0.0,2,0
1217,25,37,37,3270,36.3,3,4,0,7,0,1.4,1.4,3.2,4.6,89,316,64,0.03,0.08,0.11,0.03,0.11,0.04,0.09,0.13,0.04,0.13,37,-0.3999999999999999,1,1
1218,29,34,33,2686,29.8,6,14,2,10,0,6.4,4.9,4.6,9.5,91,114,264,0.24,0.18,0.47,0.2,0.4,0.22,0.15,0.37,0.16,0.32,34,1.5999999999999996,0,8
1219,23,32,31,2741,30.5,0,1,0,8,0,1.1,1.1,0.6,1.7,48,157,12,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,32,-0.1,2,1
1220,22,33,31,2718,30.2,3,3,0,13,0,1.5,1.5,2.2,3.7,45,159,42,0.0,0.09,0.1,0.0,0.1,0.05,0.07,0.12,0.05,0.12,33,-1.5,2,0
1221,29,32,31,2672,29.7,0,2,0,4,2,2.4,2.4,0.3,2.6,8,90,4,0.06,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,32,-0.3999999999999999,0,2
1222,30,29,29,2610,29.0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,29,0.0,0,0
1223,23,37,29,2210,24.6,2,6,0,5,0,5.2,5.2,2.1,7.3,95,46,249,0.11,0.05,0.24,0.16,0.24,0.21,0.09,0.3,0.21,0.3,37,-1.2000000000000002,2,4
1224,25,29,28,2384,26.5,3,13,3,9,1,13.4,11.3,3.6,14.9,27,66,149,0.34,0.1,0.49,0.3,0.42,0.51,0.14,0.64,0.43,0.56,29,-3.4000000000000004,1,10
1225,27,35,27,2177,24.2,3,12,0,2,0,7.1,7.1,4.2,11.3,23,51,114,0.26,0.09,0.5,0.37,0.5,0.29,0.17,0.47,0.29,0.47,35,1.9000000000000004,1,9
1226,31,35,26,2337,26.0,0,4,0,1,0,2.0,2.0,0.6,2.6,23,84,108,0.11,0.0,0.15,0.15,0.15,0.08,0.02,0.1,0.08,0.1,35,2.0,0,4
1227,24,23,22,1686,18.7,8,8,0,4,1,1.1,1.1,4.8,5.9,98,111,100,0.0,0.35,0.43,0.0,0.43,0.06,0.26,0.32,0.06,0.32,23,-1.1,1,0
1228,30,25,16,1406,15.6,1,1,0,3,0,0.1,0.1,1.3,1.4,72,66,96,0.0,0.04,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,25,-0.1,0,0
1229,23,20,12,947,10.5,1,4,0,0,0,1.1,1.1,0.8,1.9,23,26,57,0.15,0.05,0.38,0.29,0.38,0.1,0.08,0.18,0.1,0.18,20,1.9,2,3
1230,25,22,10,1067,11.9,4,4,0,5,0,0.7,0.7,1.8,2.4,21,72,61,0.0,0.18,0.34,0.0,0.34,0.06,0.15,0.2,0.06,0.2,22,-0.7,1,0
1231,22,9,9,810,9.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,2,0
1232,32,20,7,877,9.7,3,5,0,7,0,2.3,2.3,2.4,4.6,4,29,14,0.1,0.15,0.51,0.21,0.51,0.23,0.24,0.47,0.23,0.47,20,-0.2999999999999998,0,2
1233,30,15,7,683,7.6,0,2,0,2,0,1.3,1.3,0.0,1.3,7,12,5,0.13,0.0,0.26,0.26,0.26,0.17,0.0,0.17,0.17,0.17,15,0.7,0,2
1234,31,10,5,607,6.7,0,1,0,2,0,1.1,1.1,0.0,1.1,4,30,5,0.1,0.0,0.15,0.15,0.15,0.16,0.0,0.16,0.16,0.16,10,-0.1,0,1
1235,30,11,4,424,4.7,3,3,0,2,1,0.2,0.2,1.6,1.8,4,14,18,0.0,0.27,0.64,0.0,0.64,0.04,0.35,0.38,0.04,0.38,11,-0.2,0,0
1236,26,2,2,135,1.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2,0.0,1,0
1237,20,6,1,198,2.2,0,0,0,0,1,0.0,0.0,0.0,0.0,4,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,2,0
1238,27,9,1,148,1.6,0,0,0,0,0,0.1,0.1,0.7,0.8,5,10,6,0.0,0.0,0.0,0.0,0.0,0.05,0.44,0.49,0.05,0.49,9,-0.1,1,0
1239,21,2,0,35,0.4,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0
1240,18,1,0,8,0.1,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85,1,-0.1,2,0
1241,29,37,37,3294,36.6,0,0,0,1,0,0.0,0.0,0.8,0.8,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,37,0.0,0,0
1242,26,37,36,3128,34.8,4,14,0,2,1,7.5,7.5,3.5,11.0,111,230,121,0.27,0.11,0.4,0.29,0.4,0.22,0.1,0.32,0.22,0.32,37,2.5,1,10
1243,26,33,30,2696,30.0,3,7,1,4,1,2.7,1.9,4.7,6.6,93,132,148,0.12,0.09,0.23,0.13,0.23,0.09,0.16,0.25,0.06,0.22,33,1.2999999999999998,1,4
1244,25,35,29,2504,27.8,6,7,0,5,0,1.3,1.3,3.4,4.7,44,176,32,0.03,0.17,0.25,0.04,0.25,0.05,0.12,0.17,0.05,0.17,35,-0.3,1,1
1245,25,34,25,2323,25.8,8,16,0,5,0,7.6,7.6,8.4,15.9,123,93,262,0.24,0.24,0.62,0.31,0.62,0.29,0.32,0.62,0.29,0.62,34,0.4000000000000003,1,8
1246,24,26,24,2152,23.9,0,2,0,4,0,1.1,1.1,0.2,1.3,13,74,2,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.05,0.05,0.05,26,0.8999999999999999,1,2
1247,23,24,21,1864,20.7,1,3,0,3,1,1.8,1.8,1.1,2.9,40,94,10,0.08,0.04,0.14,0.1,0.14,0.09,0.05,0.14,0.09,0.14,24,0.1999999999999999,2,2
1248,22,22,19,1806,20.1,0,0,0,2,0,0.6,0.6,0.1,0.7,12,89,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,22,-0.6,2,0
1249,26,22,19,1593,17.7,1,1,0,4,1,0.1,0.1,0.7,0.8,8,63,3,0.0,0.05,0.06,0.0,0.06,0.0,0.04,0.05,0.0,0.05,22,-0.1,1,0
1250,21,29,19,1571,17.5,2,2,0,5,0,1.9,1.9,1.8,3.8,51,84,74,0.0,0.07,0.11,0.0,0.11,0.11,0.1,0.22,0.11,0.22,29,-1.9,2,0
1251,25,17,16,1377,15.3,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07,17,-0.4,1,0
1252,26,28,12,1183,13.1,4,7,2,1,0,7.1,5.4,2.2,7.6,8,26,69,0.11,0.14,0.53,0.15,0.46,0.54,0.16,0.7,0.41,0.58,28,-4.1,1,3
1253,28,19,10,1037,11.5,0,0,0,3,0,0.7,0.7,1.9,2.6,27,51,32,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,19,-0.7,1,0
1254,24,15,8,760,8.4,0,2,0,3,0,2.7,2.7,1.2,3.8,20,40,56,0.13,0.0,0.24,0.24,0.24,0.32,0.14,0.46,0.32,0.46,15,-0.7000000000000002,1,2
1255,23,14,7,669,7.4,2,7,1,3,1,4.8,4.0,0.9,4.9,13,6,38,0.36,0.14,0.94,0.67,0.94,0.64,0.13,0.77,0.54,0.66,14,0.2000000000000001,2,5
1256,34,11,7,659,7.3,0,0,0,1,0,0.0,0.0,0.9,1.0,11,32,19,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.13,0.01,0.13,11,0.0,3,0
1257,24,11,5,414,4.6,0,1,0,0,0,1.5,1.5,0.3,1.9,21,12,48,0.09,0.0,0.22,0.22,0.22,0.33,0.07,0.41,0.33,0.41,11,-0.5,1,1
1258,27,7,4,316,3.5,0,0,0,0,0,0.3,0.3,0.2,0.5,8,24,31,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.14,0.08,0.14,7,-0.3,1,0
