goals_+_assists,penalty_attempts,xg,npxg,progressive_receives,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,goals
7,1,6.6,5.8,68,0.14,0.32,3
2,0,0.8,0.8,47,0.0,0.09,0
3,0,0.2,0.2,104,0.0,0.15,0
0,0,0.5,0.5,14,0.0,0.0,0
6,0,3.1,3.1,69,0.36,0.54,4
3,0,2.0,2.0,99,0.15,0.23,2
0,0,0.2,0.2,5,0.0,0.0,0
0,0,0.1,0.1,7,0.0,0.0,0
2,0,0.6,0.6,2,0.64,0.64,2
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,5,0.0,0.0,0
0,0,0.0,0.0,14,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.1,0.1,0,0.0,0.0,0
0,0,0.1,0.1,0,0.0,0.0,0
1,0,1.0,1.0,5,0.0,0.03,0
0,0,0.0,0.0,0,0.0,0.0,0
3,0,1.4,1.4,172,0.06,0.08,2
2,0,1.7,1.7,23,0.06,0.06,2
3,0,3.4,3.4,50,0.07,0.1,2
14,2,11.9,10.3,175,0.37,0.45,12
2,0,0.6,0.6,93,0.0,0.08,0
6,0,2.1,2.1,41,0.18,0.26,4
10,0,3.0,3.0,191,0.25,0.51,5
3,1,4.7,3.9,82,0.06,0.11,2
4,2,2.3,0.7,14,0.07,0.13,3
3,0,2.7,2.7,44,0.15,0.22,2
0,0,0.5,0.5,1,0.0,0.0,0
2,0,1.4,1.4,57,0.11,0.22,1
1,0,0.3,0.3,25,0.0,0.19,0
0,0,0.2,0.2,3,0.0,0.0,0
0,0,0.1,0.1,5,0.0,0.0,0
0,0,0.1,0.1,9,0.0,0.0,0
1,0,0.0,0.0,26,0.0,0.44,0
1,0,0.3,0.3,15,0.0,0.59,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
1,0,0.0,0.0,0,0.0,0.03,0
5,0,1.4,1.4,193,0.0,0.14,0
4,0,1.1,1.1,11,0.03,0.12,1
22,2,19.4,17.9,143,0.6,0.7,19
10,0,1.8,1.8,91,0.18,0.36,5
1,0,0.5,0.5,12,0.04,0.04,1
3,0,1.1,1.1,16,0.16,0.16,3
7,1,2.7,1.9,34,0.14,0.28,4
10,0,1.0,1.0,30,0.29,0.73,4
0,0,0.2,0.2,5,0.0,0.0,0
0,0,0.1,0.1,0,0.0,0.0,0
3,0,0.6,0.6,24,0.11,0.32,1
2,0,0.9,0.9,31,0.08,0.16,1
3,0,0.5,0.5,19,0.09,0.28,1
1,0,0.2,0.2,17,0.21,0.21,1
0,0,0.1,0.1,26,0.0,0.0,0
1,0,0.7,0.7,2,0.26,0.26,1
0,0,0.7,0.6,20,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.1,0.1,5,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,3,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
4,0,1.4,1.4,64,0.03,0.11,1
14,2,6.4,4.9,264,0.2,0.4,8
1,0,1.1,1.1,12,0.03,0.03,1
3,0,1.5,1.5,42,0.0,0.1,0
2,0,2.4,2.4,4,0.07,0.07,2
0,0,0.0,0.0,0,0.0,0.0,0
6,0,5.2,5.2,249,0.16,0.24,4
13,3,13.4,11.3,149,0.3,0.42,10
12,0,7.1,7.1,114,0.37,0.5,9
4,0,2.0,2.0,108,0.15,0.15,4
8,0,1.1,1.1,100,0.0,0.43,0
1,0,0.1,0.1,96,0.0,0.06,0
4,0,1.1,1.1,57,0.29,0.38,3
4,0,0.7,0.7,61,0.0,0.34,0
0,0,0.0,0.0,0,0.0,0.0,0
5,0,2.3,2.3,14,0.21,0.51,2
2,0,1.3,1.3,5,0.26,0.26,2
1,0,1.1,1.1,5,0.15,0.15,1
3,0,0.2,0.2,18,0.0,0.64,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.1,0.1,6,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
14,0,7.5,7.5,121,0.29,0.4,10
7,1,2.7,1.9,148,0.13,0.23,4
7,0,1.3,1.3,32,0.04,0.25,1
16,0,7.6,7.6,262,0.31,0.62,8
2,0,1.1,1.1,2,0.08,0.08,2
3,0,1.8,1.8,10,0.1,0.14,2
0,0,0.6,0.6,1,0.0,0.0,0
1,0,0.1,0.1,3,0.0,0.06,0
2,0,1.9,1.9,74,0.0,0.11,0
0,0,0.4,0.4,71,0.0,0.0,0
7,2,7.1,5.4,69,0.15,0.46,3
0,0,0.7,0.7,32,0.0,0.0,0
2,0,2.7,2.7,56,0.24,0.24,2
7,1,4.8,4.0,38,0.67,0.94,5
0,0,0.0,0.0,19,0.0,0.0,0
1,0,1.5,1.5,48,0.22,0.22,1
0,0,0.3,0.3,31,0.0,0.0,0
0,0,0.1,0.1,12,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,17,0.0,0.0,0
0,0,0.1,0.1,4,0.0,0.0,0
0,0,0.0,0.0,3,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
3,0,1.3,1.3,56,0.03,0.08,1
1,0,1.5,1.5,9,0.0,0.03,0
1,0,0.6,0.6,7,0.0,0.03,0
0,0,0.0,0.0,0,0.0,0.0,0
12,1,7.7,6.9,136,0.31,0.47,8
12,2,7.0,5.4,231,0.25,0.42,8
6,0,0.7,0.7,88,0.0,0.24,0
7,0,3.6,3.6,99,0.28,0.32,6
19,3,10.1,7.8,186,0.58,0.77,15
5,0,2.2,2.2,123,0.21,0.35,3
2,0,0.5,0.5,21,0.0,0.15,0
4,0,2.1,2.0,23,0.15,0.31,2
1,0,0.8,0.8,30,0.08,0.08,1
2,0,0.6,0.6,43,0.08,0.16,1
4,0,0.2,0.2,36,0.0,0.34,0
5,0,4.3,4.3,84,0.23,0.39,3
0,0,0.0,0.0,0,0.0,0.0,0
2,1,1.0,0.2,26,0.0,0.09,1
4,0,2.3,2.3,43,0.26,0.35,3
1,0,0.5,0.5,2,0.0,0.1,0
0,0,0.4,0.4,17,0.0,0.0,0
0,0,0.3,0.3,35,0.0,0.0,0
1,0,0.1,0.1,20,0.0,0.14,0
0,0,0.2,0.2,1,0.0,0.0,0
4,0,0.8,0.8,63,0.15,0.58,1
1,0,0.7,0.7,31,0.3,0.3,1
1,0,0.3,0.3,19,0.36,0.36,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,1,0.0,0.0,0
14,1,9.3,8.5,171,0.2,0.47,6
0,0,1.6,1.6,4,0.0,0.0,0
5,0,2.0,2.0,85,0.1,0.17,3
1,0,2.5,2.5,8,0.04,0.04,1
11,1,7.1,6.3,155,0.31,0.48,7
0,0,0.4,0.4,58,0.0,0.0,0
3,0,0.9,0.9,19,0.0,0.15,0
2,0,0.8,0.8,1,0.0,0.1,0
0,0,0.0,0.0,0,0.0,0.0,0
5,0,0.8,0.8,46,0.17,0.41,2
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.3,0.3,30,0.0,0.0,0
2,0,0.6,0.6,18,0.08,0.15,1
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.2,0.2,40,0.13,0.38,1
1,0,0.7,0.7,19,0.0,0.13,0
0,0,0.4,0.4,9,0.0,0.0,0
2,0,2.5,2.5,33,0.3,0.3,2
4,0,2.5,2.5,36,0.31,0.62,2
2,0,1.8,1.8,55,0.33,0.33,2
0,0,0.2,0.2,5,0.0,0.0,0
2,0,0.2,0.2,14,0.27,0.54,1
0,0,0.1,0.1,0,0.0,0.0,0
0,0,0.0,0.0,16,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,13,0.0,0.0,0
0,0,1.0,1.0,11,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
2,0,1.3,1.3,30,0.03,0.06,1
2,0,1.2,1.2,3,0.06,0.06,2
12,1,9.0,8.2,153,0.31,0.41,9
2,0,0.9,0.9,9,0.04,0.08,1
9,2,3.4,1.8,110,0.13,0.3,5
3,0,0.7,0.7,10,0.05,0.14,1
0,0,0.4,0.4,31,0.0,0.0,0
1,0,1.1,1.1,19,0.06,0.06,1
3,1,2.9,2.1,54,0.14,0.2,2
4,0,1.3,1.3,43,0.19,0.25,3
0,0,0.6,0.6,77,0.0,0.0,0
0,0,0.3,0.3,49,0.0,0.0,0
0,0,0.5,0.5,49,0.0,0.0,0
2,0,1.2,1.2,12,0.09,0.18,1
0,0,0.4,0.4,34,0.0,0.0,0
1,0,1.2,1.2,80,0.0,0.09,0
1,0,0.9,0.9,41,0.1,0.1,1
0,0,0.4,0.4,21,0.0,0.0,0
3,0,3.4,3.4,36,0.46,0.46,3
1,0,0.4,0.4,8,0.23,0.23,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,5,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.1,0.1,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.7,0.7,46,0.0,0.08,0
1,0,2.0,2.0,10,0.03,0.03,1
5,0,2.6,2.6,71,0.08,0.19,2
1,0,1.2,1.2,116,0.0,0.04,0
13,1,7.6,6.8,98,0.42,0.46,12
0,0,0.0,0.0,0,0.0,0.0,0
5,0,0.9,0.9,103,0.04,0.22,1
5,0,2.8,2.8,86,0.14,0.24,3
1,0,0.9,0.9,19,0.05,0.05,1
3,0,0.8,0.8,6,0.05,0.16,1
2,0,1.2,1.2,44,0.07,0.13,1
3,0,1.0,1.0,76,0.06,0.19,1
1,0,1.3,1.3,77,0.0,0.07,0
2,0,1.5,1.5,7,0.16,0.16,2
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.1,0.0,3,0.1,0.1,1
1,0,0.4,0.4,3,0.12,0.12,1
3,0,2.9,2.9,77,0.17,0.25,2
1,0,0.4,0.4,23,0.1,0.1,1
0,0,0.8,0.8,19,0.0,0.0,0
3,0,0.6,0.6,16,0.23,0.7,1
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,7,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
2,0,1.6,1.6,29,0.06,0.06,2
8,0,0.9,0.9,108,0.0,0.23,0
3,0,2.4,2.4,12,0.09,0.09,3
11,1,7.7,7.0,132,0.32,0.35,10
0,0,0.0,0.0,0,0.0,0.0,0
3,0,2.1,2.1,10,0.13,0.13,3
2,0,0.1,0.1,43,0.0,0.09,0
1,0,2.8,2.8,76,0.0,0.05,0
6,0,3.1,3.1,100,0.16,0.32,3
1,0,1.0,1.0,14,0.06,0.06,1
0,0,1.2,1.2,3,0.0,0.0,0
1,0,0.4,0.4,27,0.06,0.06,1
0,0,0.2,0.2,9,0.0,0.0,0
2,1,2.4,1.4,49,0.11,0.21,1
2,0,1.3,1.3,2,0.25,0.25,2
0,0,0.0,0.0,0,0.0,0.0,0
2,0,0.2,0.2,10,0.0,0.47,0
4,0,2.8,2.8,42,0.16,0.65,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,4,0.0,0.0,0
0,0,1.1,1.1,7,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
1,0,0.0,0.0,2,0.0,1.01,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
2,0,0.7,0.7,3,0.06,0.06,2
4,0,1.0,1.0,26,0.04,0.15,1
1,0,1.6,1.6,77,0.0,0.04,0
5,0,3.2,3.2,103,0.19,0.24,4
1,0,0.8,0.8,83,0.05,0.05,1
0,0,0.6,0.6,7,0.0,0.0,0
7,1,5.3,4.5,85,0.3,0.36,6
2,0,0.2,0.2,13,0.0,0.11,0
3,0,1.9,1.9,35,0.13,0.2,2
0,0,0.3,0.3,1,0.0,0.0,0
6,0,6.6,6.6,83,0.33,0.39,5
1,0,1.1,1.1,7,0.08,0.08,1
0,0,0.1,0.1,8,0.0,0.0,0
2,0,1.0,1.0,27,0.1,0.21,1
0,0,0.4,0.4,15,0.0,0.0,0
1,0,0.8,0.8,22,0.15,0.15,1
0,0,0.1,0.1,12,0.0,0.0,0
3,0,2.2,2.2,34,0.19,0.58,1
0,0,0.0,0.0,4,0.0,0.0,0
0,0,0.2,0.2,13,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,5,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
11,1,12.7,12.0,165,0.26,0.29,10
4,0,2.2,2.2,11,0.03,0.11,1
2,0,0.9,0.9,82,0.06,0.06,2
1,0,2.3,2.3,9,0.04,0.04,1
7,0,0.3,0.3,113,0.0,0.23,0
2,0,1.1,1.1,61,0.04,0.07,1
3,0,0.3,0.3,14,0.0,0.13,0
0,0,0.0,0.0,0,0.0,0.0,0
3,0,1.7,1.7,36,0.13,0.19,2
5,2,2.4,0.8,29,0.06,0.19,3
0,0,0.0,0.0,0,0.0,0.0,0
2,0,0.9,0.9,19,0.08,0.17,1
1,0,0.5,0.5,1,0.08,0.08,1
3,0,0.6,0.6,75,0.0,0.29,0
6,0,4.9,4.9,82,0.18,0.54,2
0,0,0.1,0.1,7,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.5,0.5,26,0.0,0.0,0
0,0,0.2,0.2,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
4,0,3.1,3.1,67,0.12,0.12,4
8,1,1.8,1.0,109,0.03,0.22,2
4,0,2.0,2.0,31,0.12,0.12,4
10,3,9.4,7.1,163,0.14,0.28,6
2,0,0.1,0.1,5,0.0,0.1,0
1,0,0.4,0.4,1,0.0,0.04,0
1,0,0.2,0.2,3,0.06,0.06,1
2,0,1.3,1.3,20,0.06,0.12,1
6,3,2.8,0.5,40,0.0,0.2,3
1,0,0.1,0.1,5,0.08,0.08,1
1,0,0.1,0.1,23,0.0,0.08,0
0,0,0.1,0.1,0,0.0,0.0,0
4,0,3.3,3.3,37,0.37,0.49,3
0,0,0.1,0.1,4,0.0,0.0,0
0,0,0.3,0.3,0,0.0,0.0,0
3,0,0.6,0.6,28,0.2,0.6,1
5,0,1.3,1.3,21,1.07,1.07,5
1,0,0.3,0.3,6,0.34,0.34,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,1.2,1.2,35,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.4,0.4,2,0.0,0.0,0
3,0,1.3,1.3,16,0.33,1.0,1
0,0,0.2,0.2,0,0.0,0.0,0
2,0,1.2,1.2,5,0.05,0.05,2
0,0,0.0,0.0,0,0.0,0.0,0
16,3,12.1,9.7,149,0.26,0.41,11
2,0,0.3,0.3,110,0.0,0.07,0
1,0,0.3,0.3,45,0.0,0.04,0
1,0,0.8,0.8,49,0.03,0.03,1
1,0,1.1,1.1,5,0.0,0.04,0
6,0,3.1,3.1,85,0.19,0.28,4
2,0,0.6,0.6,7,0.05,0.1,1
0,0,0.2,0.2,13,0.0,0.0,0
0,0,0.1,0.1,3,0.0,0.0,0
0,0,0.5,0.5,32,0.0,0.0,0
4,0,1.2,1.2,58,0.0,0.31,0
1,0,0.7,0.7,17,0.0,0.13,0
1,1,1.5,0.7,32,0.0,0.0,1
0,0,0.1,0.1,16,0.0,0.0,0
0,0,0.3,0.3,8,0.0,0.0,0
0,0,0.6,0.6,13,0.0,0.0,0
0,0,0.2,0.2,4,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,9,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.2,0.2,5,0.0,0.0,0
0,0,0.1,0.1,4,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.8,0.8,10,0.03,0.03,1
1,0,0.3,0.3,9,0.0,0.04,0
0,0,0.3,0.3,1,0.0,0.0,0
4,0,0.7,0.7,54,0.0,0.15,0
1,0,1.0,1.0,24,0.04,0.04,1
6,0,2.6,2.6,97,0.08,0.24,2
1,0,0.9,0.9,37,0.0,0.06,0
5,0,3.1,3.1,88,0.26,0.33,4
5,0,0.9,0.9,35,0.16,0.4,2
0,0,0.6,0.6,3,0.0,0.0,0
0,0,0.8,0.8,32,0.0,0.0,0
1,0,0.6,0.6,7,0.12,0.12,1
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.3,0.3,28,0.65,0.65,3
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,3,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,19,0.0,0.0,0
0,0,0.1,0.1,3,0.0,0.0,0
0,0,0.1,0.1,3,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.5,0.5,6,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
1,0,1.8,1.8,15,0.03,0.03,1
6,0,2.4,2.4,22,0.13,0.19,4
2,0,2.4,2.4,135,0.07,0.07,2
6,4,7.5,4.3,72,0.17,0.17,6
3,0,1.0,1.0,85,0.05,0.16,1
2,0,1.1,1.1,3,0.06,0.12,1
2,0,1.9,1.9,70,0.06,0.12,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.2,0.2,5,0.07,0.07,1
2,0,1.2,1.2,47,0.07,0.13,1
1,0,0.9,0.9,31,0.08,0.08,1
0,0,0.0,0.0,4,0.0,0.0,0
1,0,0.3,0.3,1,0.08,0.08,1
1,0,0.3,0.3,25,0.0,0.09,0
0,0,0.8,0.8,12,0.0,0.0,0
0,0,1.0,1.0,29,0.0,0.0,0
0,0,0.2,0.2,5,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
2,0,0.3,0.3,18,0.13,0.26,1
3,1,2.4,1.6,52,0.12,0.24,2
2,0,1.4,1.4,30,0.37,0.37,2
0,0,0.3,0.3,1,0.0,0.0,0
0,0,0.6,0.6,27,0.0,0.0,0
0,0,0.0,0.0,11,0.0,0.0,0
0,0,0.1,0.1,5,0.0,0.0,0
0,0,0.0,0.0,5,0.0,0.0,0
0,0,0.1,0.1,6,0.0,0.0,0
0,0,0.0,0.0,4,0.0,0.0,0
0,0,0.0,0.0,6,0.0,0.0,0
6,0,0.9,0.9,132,0.06,0.19,2
4,0,1.2,1.2,107,0.03,0.14,1
0,0,0.0,0.0,0,0.0,0.0,0
1,0,1.3,1.3,24,0.03,0.03,1
2,0,0.4,0.4,12,0.04,0.07,1
1,0,0.3,0.3,32,0.0,0.04,0
0,0,0.2,0.2,1,0.0,0.0,0
0,0,0.4,0.4,21,0.0,0.0,0
5,2,4.2,2.6,104,0.05,0.16,3
3,0,4.8,4.8,66,0.21,0.21,3
5,0,2.9,2.9,30,0.28,0.35,4
2,0,0.8,0.8,52,0.08,0.16,1
1,0,0.5,0.5,16,0.0,0.08,0
0,0,0.3,0.3,22,0.0,0.0,0
0,0,0.3,0.3,4,0.0,0.0,0
0,0,0.2,0.2,20,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
2,0,1.1,1.1,29,0.28,0.28,2
0,0,0.3,0.3,28,0.0,0.0,0
0,0,0.1,0.1,14,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
1,0,0.8,0.8,8,0.0,0.23,0
0,0,0.4,0.4,21,0.0,0.0,0
0,0,0.3,0.3,30,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.2,0.2,17,0.0,0.0,0
1,1,0.9,0.2,8,0.0,0.0,1
0,0,0.2,0.2,18,0.0,0.0,0
1,0,0.0,0.0,10,0.0,0.49,0
0,0,0.0,0.0,3,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
6,0,3.3,3.3,43,0.07,0.2,2
13,0,7.3,7.3,174,0.33,0.47,9
4,0,1.5,1.5,100,0.04,0.15,1
0,0,0.9,0.9,5,0.0,0.0,0
4,0,2.1,2.1,169,0.06,0.23,1
4,0,1.0,1.0,28,0.17,0.23,3
0,0,0.9,0.9,11,0.0,0.0,0
8,0,4.1,4.1,81,0.35,0.69,4
4,0,1.5,1.5,87,0.19,0.39,2
0,0,0.2,0.2,8,0.0,0.0,0
2,0,0.1,0.1,8,0.0,0.28,0
6,0,0.8,0.8,34,0.35,1.04,2
4,1,6.0,5.2,41,0.31,0.47,3
3,0,0.6,0.6,40,0.13,0.4,1
1,0,0.6,0.6,25,0.23,0.23,1
0,0,0.3,0.3,10,0.0,0.0,0
1,0,0.9,0.9,46,0.0,0.29,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,8,0.0,0.0,0
0,0,0.5,0.5,6,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
4,0,1.5,1.5,2,0.15,0.15,4
9,0,8.9,8.9,193,0.24,0.36,6
9,0,2.3,2.3,46,0.09,0.39,2
10,2,5.2,3.6,36,0.17,0.34,6
3,0,1.9,1.9,27,0.04,0.13,1
4,0,2.2,2.2,151,0.04,0.17,1
9,2,5.5,4.1,170,0.21,0.36,6
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,10,0.0,0.0,0
15,2,11.3,9.7,110,0.88,1.03,13
0,0,0.0,0.0,0,0.0,0.0,0
3,0,2.3,2.3,72,0.23,0.23,3
1,0,0.5,0.5,11,0.0,0.09,0
1,0,0.8,0.8,3,0.09,0.09,1
1,0,1.2,1.2,41,0.16,0.16,1
4,0,4.8,4.8,73,0.59,0.59,4
5,0,5.1,5.1,58,0.38,0.63,3
2,0,0.5,0.5,5,0.23,0.47,1
0,0,0.0,0.0,17,0.0,0.0,0
0,0,0.0,0.0,5,0.0,0.0,0
0,0,0.0,0.0,3,0.0,0.0,0
0,0,0.1,0.1,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
5,0,2.7,2.7,75,0.07,0.18,2
0,0,0.7,0.7,10,0.0,0.0,0
3,0,0.9,0.9,9,0.14,0.14,3
0,0,0.5,0.5,8,0.0,0.0,0
4,1,3.8,3.0,25,0.1,0.15,3
15,4,11.7,8.6,131,0.34,0.54,11
3,0,2.4,2.4,36,0.08,0.24,1
3,0,2.3,2.3,75,0.09,0.26,1
6,1,2.7,1.9,93,0.16,0.41,3
0,0,0.9,0.9,11,0.0,0.0,0
0,0,0.0,0.0,5,0.0,0.0,0
10,0,6.0,6.0,70,0.51,0.85,6
0,0,0.6,0.6,15,0.0,0.0,0
3,0,1.5,1.5,17,1.15,1.15,3
0,0,0.2,0.2,9,0.0,0.0,0
0,0,0.0,0.0,10,0.0,0.0,0
1,0,2.3,2.3,4,1.55,1.55,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.3,0.3,4,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
5,0,2.3,2.3,3,0.13,0.16,4
2,0,1.6,1.6,8,0.03,0.07,1
3,0,1.4,1.4,72,0.0,0.1,0
21,7,16.2,10.7,184,0.35,0.53,16
2,0,1.9,1.9,148,0.09,0.09,2
8,0,3.8,3.8,143,0.26,0.41,5
2,0,0.7,0.7,115,0.1,0.1,2
0,0,0.3,0.3,21,0.0,0.0,0
0,0,0.5,0.5,28,0.0,0.0,0
1,0,0.8,0.8,43,0.0,0.08,0
1,0,0.1,0.1,26,0.0,0.08,0
1,0,0.7,0.7,51,0.0,0.1,0
2,1,1.7,0.9,47,0.12,0.24,1
4,2,5.0,3.4,38,0.28,0.42,3
0,0,0.4,0.4,43,0.0,0.0,0
3,0,2.2,2.2,20,0.58,0.87,2
1,0,0.7,0.7,5,0.27,0.27,1
0,0,1.1,1.1,32,0.0,0.0,0
0,0,0.1,0.1,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,5,0.0,0.0,0
4,0,0.2,0.2,23,0.0,0.15,0
11,0,5.3,5.3,133,0.27,0.43,7
1,0,0.1,0.1,15,0.0,0.04,0
17,6,16.3,11.7,159,0.44,0.53,15
4,0,3.0,3.0,81,0.14,0.19,3
5,0,2.9,2.9,110,0.05,0.23,1
2,0,1.9,1.9,60,0.12,0.12,2
1,0,2.1,2.1,0,0.06,0.06,1
9,0,3.8,3.8,205,0.28,0.51,5
17,4,10.3,7.0,140,0.5,0.87,11
1,0,1.0,1.0,27,0.07,0.07,1
2,0,0.6,0.6,55,0.08,0.17,1
0,0,0.3,0.3,71,0.0,0.0,0
5,0,2.0,2.0,50,0.09,0.47,1
0,0,0.7,0.7,15,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,9,0.0,0.0,0
0,0,0.1,0.1,3,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
13,0,5.1,5.1,26,0.32,0.41,10
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.8,0.8,54,0.03,0.1,1
14,0,4.7,4.7,249,0.22,0.5,6
1,0,0.8,0.8,1,0.0,0.04,0
9,2,3.3,1.8,114,0.08,0.27,4
17,0,17.0,17.0,104,0.55,0.67,14
10,0,6.5,6.5,127,0.26,0.43,6
7,0,3.5,3.5,90,0.2,0.35,4
2,0,0.5,0.5,55,0.0,0.16,0
1,0,0.3,0.3,2,0.0,0.09,0
1,0,0.4,0.4,3,0.09,0.09,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
10,0,5.9,5.9,138,0.1,0.34,3
1,0,1.8,1.8,42,0.0,0.04,0
3,0,2.9,2.9,94,0.04,0.12,1
0,0,0.8,0.8,4,0.0,0.0,0
9,3,4.0,1.6,29,0.28,0.34,8
7,0,8.6,8.6,118,0.37,0.43,6
6,2,2.3,0.7,95,0.13,0.26,4
