HomeTeam,AwayTeam,FTR,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTFormPts,ATFormPts,HTGD,ATGD
Aston Villa,Man City,NH,L,W,D,L,D,W,L,L,L,L,5,3,-0.305555556,0
West Ham,Liverpool,NH,L,W,L,D,L,W,W,W,W,W,4,15,-0.111111111,0.75
Birmingham,Newcastle,NH,W,L,D,W,D,W,W,W,W,L,8,12,-0.583333333,0.027777778
Charlton,Blackburn,NH,W,L,D,D,W,L,L,D,D,W,8,5,-0.138888889,0.111111111
Chelsea,Man United,H,W,W,W,D,W,W,D,W,W,W,13,13,1.361111111,1.027777778
Liverpool,Aston Villa,H,W,W,W,W,W,L,W,D,L,D,15,5,0.75,-0.305555556
Man City,Fulham,NH,W,L,L,L,L,W,W,L,D,W,3,10,0,-0.305555556
Middlesbrough,Everton,NH,D,L,W,L,L,D,L,L,D,D,4,3,-0.243243243,-0.432432432
Wigan,Portsmouth,NH,L,W,L,D,D,W,L,W,D,D,5,8,-0.108108108,-0.648648649
Tottenham,Bolton,H,D,L,W,W,L,L,W,D,L,L,7,4,0.405405405,0.189189189
Man United,Middlesbrough,NH,L,W,D,W,W,D,L,W,L,L,10,4,0.918918919,-0.243243243
Sunderland,Arsenal,NH,L,L,L,D,D,W,D,W,D,L,2,8,-1.162162162,0.891891892
West Brom,West Ham,NH,L,D,L,D,L,L,L,W,L,D,2,4,-0.702702703,-0.135135135
Blackburn,Chelsea,H,W,L,L,D,D,W,W,W,W,D,5,13,0.162162162,1.405405405
Bolton,Middlesbrough,NH,L,W,D,L,L,D,L,W,L,L,4,4,0.189189189,-0.243243243
Man City,Arsenal,NH,L,W,L,L,L,W,D,W,D,L,3,8,-0.027027027,0.891891892
Sunderland,Fulham,H,L,L,L,D,D,W,W,W,L,D,2,10,-1.162162162,-0.27027027
Arsenal,Wigan,H,W,W,D,W,D,L,L,W,L,D,11,4,0.921052632,-0.131578947
Aston Villa,Sunderland,H,L,L,L,W,D,W,L,L,L,D,4,4,-0.368421053,-1.105263158
Blackburn,Man City,H,W,W,L,L,D,L,L,W,L,L,7,3,0.184210526,-0.078947368
Bolton,Birmingham,H,D,L,W,D,L,D,D,W,L,D,5,6,0.184210526,-0.552631579
Everton,West Brom,NH,W,D,L,L,D,L,L,D,L,D,5,2,-0.394736842,-0.710526316
Fulham,Middlesbrough,H,L,W,W,W,L,D,D,L,W,L,9,5,-0.289473684,-0.236842105
Man United,Charlton,H,D,L,W,D,W,L,L,W,L,D,8,4,0.894736842,-0.263157895
Newcastle,Chelsea,H,D,W,W,W,W,L,W,W,W,W,13,12,0.105263158,1.342105263
Portsmouth,Liverpool,NH,W,W,L,W,D,W,W,W,W,W,10,15,-0.605263158,0.789473684
West Ham,Tottenham,H,W,L,L,W,L,W,D,L,W,W,6,10,-0.105263158,0.421052632
Arsenal,Aston Villa,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Bolton,Tottenham,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Everton,Watford,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Newcastle,Wigan,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Portsmouth,Blackburn,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Reading,Middlesbrough,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Sheffield United,Liverpool,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
West Ham,Charlton,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Chelsea,Man City,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Man United,Fulham,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Tottenham,Sheffield United,H,L,M,M,M,M,D,M,M,M,M,0,1,-1,0
Watford,West Ham,NH,L,M,M,M,M,W,M,M,M,M,0,3,-0.5,1
Aston Villa,Reading,H,D,M,M,M,M,W,M,M,M,M,1,3,0,0.5
Blackburn,Everton,NH,L,M,M,M,M,W,M,M,M,M,0,3,-1.5,0.5
Charlton,Man United,NH,L,M,M,M,M,W,M,M,M,M,0,3,-1,2
Fulham,Bolton,NH,L,M,M,M,M,W,M,M,M,M,0,3,-2,1
Man City,Portsmouth,NH,L,M,M,M,M,W,M,M,M,M,0,3,-1.5,1.5
Middlesbrough,Chelsea,H,L,M,M,M,M,W,M,M,M,M,0,3,-0.5,1.5
Charlton,Bolton,H,L,M,M,M,M,W,M,M,M,M,0,3,-1,1
Fulham,Sheffield United,H,L,M,M,M,M,D,M,M,M,M,0,1,-2,0
Liverpool,West Ham,H,W,D,M,M,M,D,W,M,M,M,4,4,0.333333333,0.666666667
Man City,Arsenal,H,D,L,M,M,M,L,D,M,M,M,1,1,-1,-0.333333333
Tottenham,Everton,NH,W,L,M,M,M,D,W,M,M,M,3,4,0,0.333333333
Watford,Man United,NH,D,L,M,M,M,W,W,M,M,M,1,6,-0.333333333,2.333333333
Wigan,Reading,H,W,L,M,M,M,L,W,M,M,M,3,3,0,0
Aston Villa,Newcastle,H,W,D,M,M,M,L,W,M,M,M,4,3,0.333333333,-0.333333333
Blackburn,Chelsea,NH,D,L,M,M,M,L,W,M,M,M,1,3,-1,0.666666667
Middlesbrough,Portsmouth,NH,W,L,M,M,M,D,W,M,M,M,3,4,0,1
Arsenal,Middlesbrough,NH,L,D,M,M,M,W,L,M,M,M,1,3,-0.333333333,0
Bolton,Watford,H,D,W,M,M,M,D,L,M,M,M,4,1,0.666666667,-0.333333333
Chelsea,Charlton,H,W,L,W,M,M,W,L,L,M,M,6,3,1,-0.75
Everton,Liverpool,H,W,D,W,M,M,L,W,D,M,M,7,4,0.75,-0.5
Man United,Tottenham,H,W,W,W,M,M,L,W,L,M,M,9,3,2,-0.5
Newcastle,Fulham,NH,L,L,W,M,M,W,D,L,M,M,3,4,-0.5,-0.75
Portsmouth,Wigan,H,W,D,W,M,M,L,W,L,M,M,7,3,1.75,-0.25
Sheffield United,Blackburn,NH,L,L,D,M,M,L,D,L,M,M,1,1,-0.75,-1.25
West Ham,Aston Villa,NH,L,D,W,M,M,W,W,D,M,M,4,7,0.25,0.75
Reading,Man City,H,L,L,W,M,M,W,D,L,M,M,3,4,-0.25,-0.5
Bolton,Middlesbrough,NH,L,D,W,M,M,L,W,L,M,M,4,3,0,-1
Charlton,Portsmouth,NH,W,L,L,M,M,W,D,W,M,M,3,7,-0.75,1.75
Everton,Wigan,NH,W,W,D,W,M,D,L,W,L,M,10,4,1.2,-0.2
Sheffield United,Reading,NH,D,L,L,D,M,W,L,L,W,M,2,6,-0.6,0
Watford,Aston Villa,NH,L,L,D,L,M,D,W,W,D,M,1,8,-0.6,0.6
Blackburn,Man City,H,D,L,D,L,M,L,W,D,L,M,2,4,-1,-0.6
Chelsea,Liverpool,H,W,W,L,W,M,L,L,W,D,M,9,4,1,-0.6
Man United,Arsenal,NH,W,W,W,W,M,W,D,L,D,M,12,5,1.8,0
Tottenham,Fulham,NH,L,L,W,L,M,W,W,D,L,M,3,7,-0.6,-0.4
West Ham,Newcastle,NH,D,L,D,W,M,W,L,L,W,M,5,6,0.2,0
Liverpool,Newcastle,H,L,L,W,D,M,W,L,L,W,M,4,6,-0.6,0
Arsenal,Sheffield United,H,W,D,L,D,M,D,L,L,D,M,5,2,0,-0.6
Aston Villa,Charlton,H,D,D,W,W,D,L,L,W,L,L,9,3,0.5,-0.833333333
Fulham,Chelsea,NH,D,W,W,D,L,W,W,W,L,W,8,12,-0.333333333,1
Liverpool,Tottenham,H,W,L,L,W,D,D,L,L,W,L,7,4,-0.166666667,-0.5
Man City,West Ham,H,L,L,W,D,L,L,D,L,D,W,4,5,-0.833333333,-0.166666667
Middlesbrough,Blackburn,NH,D,D,L,W,L,W,D,L,D,L,5,5,-0.666666667,-0.5
Reading,Man United,NH,W,W,L,L,W,L,W,W,W,W,9,12,0.166666667,1.333333333
Wigan,Watford,NH,D,D,L,W,L,D,L,L,D,L,5,2,-0.166666667,-0.5
Newcastle,Everton,NH,L,W,L,L,W,D,W,W,D,W,6,11,-0.333333333,1
Portsmouth,Bolton,NH,W,W,W,D,W,D,W,L,D,W,13,8,1.5,0.166666667
Bolton,Liverpool,H,D,W,L,D,W,W,L,L,W,D,8,7,0.166666667,-0.166666667
Charlton,Arsenal,NH,L,L,L,W,L,W,W,W,D,L,3,10,-1,0.571428571
Chelsea,Aston Villa,NH,W,W,W,W,L,W,D,D,W,W,12,11,1.142857143,0.714285714
Everton,Man City,NH,D,D,W,W,D,W,L,L,W,D,9,7,0.857142857,-0.428571429
Sheffield United,Middlesbrough,H,L,L,D,L,L,L,D,D,L,W,1,5,-1,-0.714285714
Blackburn,Wigan,H,W,W,D,L,D,L,D,D,L,W,8,5,-0.285714286,-0.285714286
Man United,Newcastle,H,D,L,W,W,W,D,L,W,L,L,10,4,1.142857143,-0.285714286
Tottenham,Portsmouth,H,L,D,L,L,W,L,W,W,W,D,4,10,-0.857142857,1.142857143
West Ham,Reading,NH,L,L,D,L,D,D,W,W,L,L,2,7,-0.428571429,0.142857143
Watford,Fulham,NH,D,D,L,L,D,L,D,W,W,D,3,8,-0.428571429,-0.571428571
Arsenal,Watford,H,W,W,W,D,L,D,D,L,L,D,10,3,0.571428571,-0.428571429
Aston Villa,Tottenham,NH,D,W,D,D,W,W,L,D,L,L,9,4,0.625,-0.625
Liverpool,Blackburn,NH,L,W,W,L,L,W,W,W,D,L,6,10,0,-0.125
Man City,Sheffield United,NH,D,W,L,L,W,W,L,L,D,L,7,4,-0.375,-0.75
Middlesbrough,Everton,H,L,L,D,D,L,D,D,D,W,W,2,9,-0.75,0.75
Portsmouth,West Ham,H,L,L,W,W,W,L,L,L,D,L,9,1,0.875,-0.5
Reading,Chelsea,NH,W,D,W,W,L,D,W,W,W,W,10,13,0.25,1
Wigan,Man United,NH,L,L,D,D,L,W,D,L,W,W,2,10,-0.5,1.25
Newcastle,Bolton,NH,L,D,L,W,L,W,W,D,W,L,4,10,-0.5,0.5
Fulham,Charlton,H,D,L,D,W,W,L,L,L,L,W,8,3,-0.5,-1
Aston Villa,Fulham,NH,D,W,D,D,W,D,L,D,W,W,9,8,0.625,-0.5
Charlton,Watford,NH,L,L,L,L,L,L,D,D,D,L,0,3,-1,-0.666666667
Chelsea,Portsmouth,H,W,D,W,W,W,W,L,L,W,W,13,9,1,1
Everton,Sheffield United,H,L,D,D,D,W,D,W,L,L,D,6,5,0.555555556,-0.666666667
Wigan,Man City,H,W,L,L,D,D,D,D,W,L,L,5,5,0,-0.333333333
Blackburn,Bolton,NH,D,W,W,W,D,W,W,W,D,W,11,13,-0.111111111,0.555555556
Man United,Liverpool,H,W,W,D,L,W,D,L,W,W,L,10,7,1.333333333,0
Middlesbrough,Newcastle,H,W,L,L,D,D,L,L,D,L,W,5,4,-0.555555556,-0.555555556
Reading,Arsenal,NH,L,W,D,W,W,W,W,W,W,W,10,15,0.111111111,1.222222222
Tottenham,West Ham,H,D,W,L,D,L,L,L,L,L,D,5,1,-0.555555556,-0.666666667
Arsenal,Everton,NH,W,W,W,W,W,L,D,D,D,W,15,6,1.222222222,0.555555556
Bolton,Man United,NH,W,W,W,W,D,W,W,W,D,L,13,10,0.6,1.4
Fulham,Wigan,NH,D,W,D,L,D,W,W,L,L,D,6,7,-0.3,0.1
Liverpool,Aston Villa,H,L,D,L,W,W,D,D,D,W,D,7,7,-0.2,0.5
Newcastle,Charlton,NH,L,L,L,D,L,D,L,L,L,L,1,1,-0.6,-0.9
Portsmouth,Reading,H,L,W,L,L,W,L,L,W,D,W,6,7,0.8,-0.3
Sheffield United,Chelsea,NH,L,D,W,L,L,W,W,D,W,W,4,13,-0.8,1
Watford,Tottenham,NH,D,L,D,D,D,W,D,W,L,D,4,8,-0.6,-0.4
West Ham,Blackburn,H,L,L,L,L,L,L,D,W,W,W,0,10,-0.7,-0.2
Man City,Middlesbrough,H,L,D,D,W,L,W,W,L,L,D,5,7,-0.7,-0.4
Bolton,Wigan,NH,W,W,W,W,D,W,W,L,L,D,13,7,0.6,0.1
Charlton,Man City,H,D,D,L,L,L,W,L,D,D,W,2,8,-0.818181818,-0.545454545
Fulham,Everton,H,L,D,W,D,L,D,W,L,D,D,5,6,-0.363636364,0.636363636
Liverpool,Reading,H,W,L,D,L,W,L,L,L,W,D,7,4,0,-0.454545455
Man United,Portsmouth,H,W,W,W,W,D,W,L,W,L,L,13,6,1.636363636,0.909090909
Newcastle,Sheffield United,NH,D,L,L,L,D,L,L,D,W,L,2,4,-0.545454545,-0.909090909
Watford,Middlesbrough,H,D,D,L,D,D,L,W,W,L,L,4,6,-0.545454545,-0.454545455
Aston Villa,Blackburn,H,L,D,D,D,W,L,L,D,W,W,6,7,0.272727273,-0.272727273
Tottenham,Chelsea,H,D,W,D,W,L,W,W,W,D,W,8,13,-0.363636364,1.090909091
West Ham,Arsenal,H,W,L,L,L,L,L,D,W,W,W,3,10,-0.545454545,0.909090909
Blackburn,Man United,NH,L,L,D,W,W,W,W,W,W,D,7,13,-0.272727273,1.636363636
Chelsea,Watford,H,L,W,W,W,D,W,D,D,L,D,10,6,0.916666667,-0.333333333
Everton,Aston Villa,NH,L,D,W,L,D,W,L,D,D,D,5,6,0.5,0.416666667
Man City,Newcastle,NH,L,W,L,D,D,L,D,L,L,L,5,1,-0.583333333,-0.583333333
Middlesbrough,West Ham,H,L,L,W,W,L,W,W,L,L,L,6,6,-0.583333333,-0.416666667
Portsmouth,Fulham,NH,L,W,L,W,L,W,L,D,W,D,6,8,0.583333333,-0.25
Sheffield United,Bolton,NH,W,L,L,D,W,L,L,W,W,W,7,9,-0.75,0.083333333
Wigan,Charlton,H,W,W,W,W,L,W,D,D,L,L,12,5,0.25,-0.666666667
Arsenal,Liverpool,H,W,L,D,W,W,W,W,L,D,L,10,7,1.083333333,0.166666667
Reading,Tottenham,H,L,L,L,L,W,W,D,W,D,W,3,11,-0.583333333,-0.25
Arsenal,Newcastle,NH,W,L,D,W,W,L,D,L,L,L,10,1,1.083333333,-0.583333333
Chelsea,West Ham,H,W,L,W,W,W,L,W,W,L,L,12,6,1.153846154,-0.461538462
Everton,Bolton,H,L,L,D,W,L,D,L,L,W,W,4,7,0.384615385,0.076923077
Man City,Fulham,H,D,L,W,L,D,D,W,L,D,W,5,8,-0.538461538,-0.230769231
Middlesbrough,Liverpool,NH,W,L,L,W,W,L,W,W,L,D,9,7,-0.461538462,-0.076923077
Portsmouth,Watford,H,D,L,W,L,W,L,W,D,D,L,7,5,0.538461538,-0.615384615
Reading,Charlton,H,W,L,L,L,L,L,W,D,D,L,3,5,-0.384615385,-0.692307692
Sheffield United,Man United,NH,D,W,L,L,D,W,W,W,W,W,5,15,-0.692307692,1.692307692
Blackburn,Tottenham,NH,L,L,L,L,D,L,W,D,W,D,1,8,-0.461538462,-0.384615385
Wigan,Aston Villa,NH,D,W,W,W,W,W,W,L,D,D,13,8,0.230769231,0.461538462
Aston Villa,Middlesbrough,NH,W,W,L,D,D,W,L,L,W,W,8,9,0.461538462,-0.461538462
Bolton,Arsenal,H,L,D,L,L,W,L,D,W,L,D,4,5,0,0.785714286
Charlton,Everton,NH,L,L,W,D,D,W,L,L,D,W,5,7,-0.785714286,0.428571429
Fulham,Reading,NH,L,D,W,L,D,W,W,L,L,L,5,6,-0.357142857,-0.214285714
Liverpool,Man City,H,D,L,W,W,L,W,D,L,W,L,7,7,-0.071428571,-0.357142857
West Ham,Sheffield United,H,L,L,W,W,L,L,D,W,L,L,6,4,-0.5,-0.714285714
Man United,Chelsea,NH,W,W,W,W,W,W,W,L,W,W,15,12,1.642857143,1.142857143
Newcastle,Portsmouth,H,D,D,L,D,L,W,D,L,W,L,3,7,-0.5,0.571428571
Tottenham,Wigan,H,D,L,W,D,W,L,D,W,W,W,8,10,-0.357142857,0.071428571
Watford,Sheffield United,NH,L,L,W,D,D,L,D,W,L,L,5,4,-0.642857143,-0.714285714
Aston Villa,Man City,NH,D,W,W,L,D,W,D,L,W,L,8,7,0.428571429,-0.357142857
Bolton,Chelsea,NH,W,L,D,L,L,D,W,W,L,W,4,10,0.133333333,1.066666667
Fulham,Arsenal,H,L,L,D,W,L,L,L,D,W,L,4,4,-0.4,0.666666667
Liverpool,Portsmouth,NH,W,D,L,W,W,L,W,D,L,W,10,7,0,0.466666667
Man United,Everton,H,D,W,W,W,W,D,W,L,L,D,13,5,1.533333333,0.4
Arsenal,Tottenham,H,L,L,D,W,L,W,D,L,W,D,4,8,0.666666667,-0.2
Blackburn,Fulham,H,W,D,L,L,L,L,L,D,W,L,4,4,-0.266666667,-0.4
Middlesbrough,Man United,NH,D,D,W,L,L,D,W,W,W,W,5,13,-0.4,1.533333333
Portsmouth,Aston Villa,NH,L,W,D,L,W,D,D,W,W,L,7,8,0.466666667,0.4
Reading,Bolton,H,W,W,W,L,L,W,L,D,L,L,9,4,-0.133333333,0.133333333
Sheffield United,Charlton,H,L,L,D,W,L,D,L,L,W,D,4,5,-0.733333333,-0.733333333
Wigan,Liverpool,NH,W,L,L,D,W,D,W,D,L,W,7,8,-0.0625,0
Everton,West Ham,H,L,D,W,L,L,L,W,L,L,W,4,6,0.1875,-0.5
Man City,Watford,NH,W,L,W,D,L,D,L,L,L,W,7,4,-0.25,-0.625
Charlton,Blackburn,H,L,D,L,L,W,L,W,D,L,L,4,4,-0.75,-0.3125
Tottenham,Middlesbrough,H,L,W,D,L,W,L,D,D,W,L,7,5,-0.375,-0.4375
Newcastle,Reading,H,W,W,D,D,L,W,W,W,W,L,8,12,-0.3125,-0.0625
West Ham,Wigan,NH,L,W,L,L,W,W,L,L,D,W,6,7,-0.5,-0.0625
Blackburn,Newcastle,NH,L,W,D,L,L,W,W,D,D,L,4,8,-0.3125,-0.3125
Bolton,West Ham,H,L,W,L,D,L,L,W,L,L,W,4,6,0.0625,-0.5
Liverpool,Fulham,H,D,W,D,L,W,W,L,L,D,W,8,7,0,-0.3125
Man United,Man City,H,W,W,D,W,W,D,W,L,W,D,13,8,1.588235294,-0.235294118
Middlesbrough,Wigan,NH,L,L,D,D,W,D,W,L,L,D,5,5,-0.470588235,-0.058823529
Portsmouth,Everton,H,D,D,L,W,D,W,L,D,W,L,6,7,0.411764706,0.294117647
Tottenham,Charlton,H,W,L,W,D,L,W,L,D,L,L,7,4,-0.294117647,-0.647058824
Watford,Reading,NH,D,D,L,L,L,L,W,W,W,W,2,12,-0.588235294,-0.117647059
Chelsea,Arsenal,NH,D,W,D,W,W,D,W,L,L,D,11,5,1,0.764705882
Sheffield United,Aston Villa,NH,W,W,L,L,D,D,L,D,D,W,7,6,-0.529411765,0.235294118
Chelsea,Newcastle,H,D,W,D,W,W,W,W,W,D,D,11,11,1,-0.176470588
Wigan,Arsenal,NH,D,W,L,L,D,D,W,L,L,D,5,5,-0.058823529,0.764705882
Arsenal,Portsmouth,NH,D,W,L,L,D,D,D,L,W,D,5,6,0.764705882,0.411764706
Aston Villa,Bolton,NH,D,D,L,D,D,W,L,L,W,L,4,6,0.222222222,0.222222222
Charlton,Liverpool,NH,L,W,L,D,L,W,W,D,W,D,4,11,-0.833333333,0.444444444
Newcastle,Watford,H,L,W,W,W,D,L,D,D,L,L,10,2,-0.222222222,-0.611111111
Reading,Blackburn,NH,D,L,W,W,W,W,L,L,W,D,10,7,-0.111111111,-0.333333333
Wigan,Sheffield United,NH,L,D,W,L,L,D,W,W,L,L,4,7,-0.111111111,-0.5
Everton,Chelsea,NH,L,W,L,D,W,W,D,W,D,W,7,11,0.166666667,1
Man City,Tottenham,NH,L,D,W,L,W,W,W,L,W,D,7,10,-0.333333333,-0.055555556
West Ham,Man United,H,L,L,L,W,L,W,W,W,D,W,3,13,-0.777777778,1.611111111
Fulham,Middlesbrough,H,L,L,W,L,L,D,L,L,D,D,3,3,-0.611111111,-0.444444444
Arsenal,Blackburn,H,W,D,W,L,L,W,L,L,W,D,7,7,0.777777778,-0.333333333
Aston Villa,Man United,NH,L,D,D,L,D,L,W,W,W,D,3,10,0.157894737,1.473684211
Fulham,West Ham,NH,W,L,L,W,L,W,L,L,L,W,6,6,-0.526315789,-0.684210526
Liverpool,Watford,H,W,W,W,D,W,L,L,D,D,L,13,2,0.578947368,-0.684210526
Man City,Bolton,NH,L,L,D,W,L,W,W,L,L,W,4,9,-0.368421053,0.263157895
Middlesbrough,Charlton,H,L,D,L,L,D,L,L,W,L,D,2,4,-0.473684211,-0.947368421
Newcastle,Tottenham,H,W,L,W,W,W,W,W,W,L,W,12,12,-0.157894737,0
Portsmouth,Sheffield United,H,D,W,D,D,L,W,D,W,W,L,6,10,0.473684211,-0.421052632
Reading,Everton,NH,L,D,L,W,W,L,L,W,L,D,7,4,-0.157894737,0.105263158
Wigan,Chelsea,NH,L,L,D,W,L,W,W,D,W,D,4,11,-0.157894737,1
Blackburn,Liverpool,H,L,W,L,L,W,W,W,W,D,W,6,13,-0.526315789,0.578947368
Bolton,Newcastle,H,W,W,W,L,L,W,W,L,W,W,9,12,0.35,-0.05
Chelsea,Reading,NH,W,W,W,D,W,L,L,D,L,W,13,4,1,-0.25
Everton,Middlesbrough,NH,W,L,L,W,L,W,L,D,L,L,6,4,0.2,-0.35
Man United,Wigan,H,W,L,W,W,W,L,L,L,D,W,12,4,1.55,-0.2
Sheffield United,Man City,NH,L,W,D,W,W,L,L,L,D,W,10,4,-0.5,-0.45
Tottenham,Aston Villa,H,L,W,W,W,L,L,L,D,D,L,9,2,-0.1,0
Watford,Arsenal,NH,L,L,L,D,D,W,D,W,D,W,2,11,-0.7,0.9
West Ham,Portsmouth,NH,D,W,L,L,L,W,D,W,D,D,4,9,-0.65,0.55
Charlton,Fulham,NH,L,L,L,W,L,D,W,L,L,W,3,7,-1,-0.5
Blackburn,Middlesbrough,H,W,L,W,L,L,W,L,D,L,L,6,4,-0.45,-0.35
Bolton,Portsmouth,H,W,W,W,W,L,W,W,D,W,D,12,11,0.380952381,0.571428571
Charlton,Aston Villa,H,D,L,L,L,W,L,L,L,D,D,4,2,-0.952380952,-0.047619048
Chelsea,Fulham,NH,D,W,W,W,D,D,D,W,L,L,11,5,0.952380952,-0.476190476
Everton,Newcastle,H,D,W,L,L,W,L,W,W,L,W,7,9,0.19047619,-0.095238095
Man United,Reading,H,W,W,L,W,W,D,L,L,D,L,12,2,1.571428571,-0.238095238
Sheffield United,Arsenal,H,L,L,W,D,W,W,W,D,W,D,7,11,-0.523809524,0.904761905
Tottenham,Liverpool,NH,W,L,W,W,W,L,W,W,W,W,12,12,-0.047619048,0.571428571
West Ham,Man City,NH,L,D,W,L,L,W,L,L,L,D,4,4,-0.666666667,-0.380952381
Fulham,Watford,NH,D,D,W,L,L,D,L,L,L,D,5,2,-0.476190476,-0.666666667
Liverpool,Bolton,H,L,W,W,W,W,W,W,W,W,L,12,12,0.571428571,0.380952381
Man City,Everton,H,W,W,L,L,L,W,D,W,L,L,6,7,-0.318181818,0.318181818
Middlesbrough,Sheffield United,H,L,D,W,L,D,W,L,L,W,D,5,7,-0.363636364,-0.454545455
Newcastle,Man United,NH,L,L,W,W,L,W,W,W,L,W,6,12,-0.227272727,1.545454545
Portsmouth,Tottenham,NH,L,W,W,D,W,L,W,L,W,W,10,9,0.5,-0.090909091
Reading,West Ham,H,L,D,L,L,D,L,L,D,W,L,2,4,-0.272727273,-0.681818182
Wigan,Blackburn,NH,L,L,L,L,L,W,W,W,L,W,0,12,-0.409090909,-0.227272727
Arsenal,Charlton,H,L,W,W,D,W,W,D,L,L,L,10,4,0.818181818,-0.863636364
Aston Villa,Chelsea,NH,L,L,L,L,D,D,D,W,W,W,1,11,-0.090909091,0.909090909
Blackburn,Arsenal,NH,W,W,W,L,W,L,W,W,D,W,12,10,-0.227272727,0.818181818
Bolton,Man City,NH,W,W,W,W,W,W,W,L,L,L,15,6,0.409090909,-0.318181818
Charlton,Middlesbrough,NH,L,W,D,L,L,W,L,D,W,L,4,7,-1,-0.260869565
Chelsea,Wigan,H,D,D,D,W,W,L,L,L,L,L,9,0,0.869565217,-0.565217391
Man United,Aston Villa,H,D,W,W,W,L,D,L,L,L,L,10,1,1.47826087,-0.086956522
Sheffield United,Portsmouth,NH,L,W,L,L,W,D,L,W,W,D,6,8,-0.52173913,0.47826087
Watford,Liverpool,NH,L,L,D,L,L,W,W,L,W,W,1,12,-0.826086957,0.695652174
West Ham,Fulham,NH,L,L,L,D,W,D,D,D,D,W,4,7,-0.913043478,-0.434782609
Everton,Reading,NH,L,W,D,W,L,W,L,D,L,L,7,4,0.260869565,0
Tottenham,Newcastle,NH,D,L,W,L,W,D,L,L,W,W,7,7,-0.086956522,-0.217391304
Aston Villa,Watford,H,D,L,L,L,L,L,L,D,L,L,1,1,-0.086956522,-0.826086957
Fulham,Tottenham,NH,D,D,D,D,W,D,L,W,L,W,7,7,-0.434782609,-0.086956522
Liverpool,Chelsea,H,W,W,W,L,W,W,D,D,D,W,12,9,0.791666667,1
Man City,Blackburn,NH,D,W,W,W,L,W,L,W,W,W,10,12,-0.25,-0.166666667
Middlesbrough,Bolton,H,W,W,L,D,W,D,L,W,W,W,10,10,-0.166666667,0.25
Newcastle,West Ham,NH,W,D,L,L,W,D,L,L,L,D,7,2,-0.166666667,-0.875
Portsmouth,Charlton,NH,D,D,L,W,W,L,L,W,D,L,8,4,0.458333333,-1.041666667
Reading,Sheffield United,H,D,W,L,D,L,D,L,W,L,L,5,4,0,-0.5
Arsenal,Man United,H,W,W,L,W,W,W,D,W,W,W,12,13,1,1.5
Wigan,Everton,NH,L,L,L,L,L,D,L,W,D,W,0,8,-0.625,0.25
Watford,Blackburn,H,W,L,L,D,L,W,L,W,W,W,4,12,-0.75,-0.166666667
Portsmouth,Middlesbrough,NH,D,D,L,W,W,W,W,L,D,W,8,10,0.458333333,-0.166666667
Reading,Wigan,H,W,D,W,L,D,L,L,L,L,L,8,0,0.08,-0.64
Sheffield United,Fulham,H,L,D,L,W,L,D,D,D,D,D,4,5,-0.56,-0.4
West Ham,Liverpool,NH,D,D,L,L,L,W,W,W,W,L,2,12,-0.84,0.84
Bolton,Charlton,NH,L,D,L,W,W,W,L,L,W,D,7,7,0.08,-0.96
Chelsea,Blackburn,H,L,W,D,D,D,L,W,L,W,W,6,9,0.88,-0.2
Man United,Watford,H,L,W,D,W,W,L,W,L,L,D,10,4,1.4,-0.88
Newcastle,Aston Villa,H,D,W,D,L,L,W,L,D,L,L,5,4,-0.16,-0.08
Aston Villa,West Ham,H,W,L,D,L,L,D,D,L,L,L,4,2,-0.08,-0.84
Blackburn,Sheffield United,H,L,W,L,W,W,L,D,L,W,L,9,4,-0.2,-0.56
Charlton,Chelsea,NH,W,L,L,W,D,L,W,D,D,D,7,6,-0.96,0.88
Fulham,Newcastle,H,L,D,D,D,D,W,D,W,D,L,4,8,-0.461538462,-0.076923077
Liverpool,Everton,NH,W,W,W,W,W,D,W,D,L,W,15,8,0.846153846,0.307692308
Man City,Reading,NH,L,L,D,W,W,W,W,D,W,L,7,10,-0.423076923,0.115384615
Middlesbrough,Arsenal,NH,D,W,W,W,L,D,W,W,W,L,10,10,0,0.961538462
Watford,Bolton,NH,L,L,W,L,L,D,L,D,L,W,3,5,-0.884615385,0.076923077
Wigan,Portsmouth,H,W,L,L,L,L,D,L,D,D,L,3,3,-0.576923077,0.384615385
Tottenham,Man United,NH,L,D,L,D,L,W,L,W,D,W,2,10,-0.269230769,1.5
Chelsea,Middlesbrough,H,W,L,W,D,D,D,W,W,W,L,8,10,0.961538462,0
Everton,Blackburn,H,D,W,D,L,W,L,L,W,L,W,8,6,0.307692308,-0.307692308
Man United,Charlton,H,W,L,W,D,W,D,W,L,L,W,10,7,1.5,-0.923076923
