HomeTeam,AwayTeam,FTR,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTFormPts,ATFormPts,HTGD,ATGD
Stoke,Chelsea,NH,W,D,L,W,M,W,W,W,W,M,7,12,-0.2,1.6
Sunderland,Hull,H,L,W,L,W,M,D,W,L,L,M,6,4,-0.2,-0.8
Tottenham,Man United,NH,W,W,W,W,M,W,W,L,W,M,12,9,1.4,1.2
Wigan,West Ham,H,L,L,L,W,M,L,D,L,W,M,3,4,-1,0
Birmingham,Aston Villa,NH,L,D,W,L,M,W,W,W,L,M,4,9,-0.2,0.6
Fulham,Everton,H,W,L,L,W,M,L,W,L,L,M,6,3,-0.4,-1.2
Arsenal,Wigan,H,L,L,W,W,M,L,L,L,W,M,6,3,1,-1
Aston Villa,Portsmouth,H,W,W,W,L,M,L,L,L,L,M,9,0,0.6,-1.2
Bolton,Stoke,NH,W,L,L,L,M,W,D,L,W,M,3,7,-0.4,-0.2
Burnley,Sunderland,H,L,W,W,L,M,L,W,L,W,M,6,6,-0.6,-0.2
Hull,Birmingham,NH,L,D,W,L,L,L,L,D,W,L,4,4,-1.166666667,-0.333333333
West Ham,Liverpool,NH,L,L,D,L,W,W,W,L,W,L,4,9,-0.166666667,1
Chelsea,Tottenham,H,W,W,W,W,W,L,W,W,W,W,15,12,1.5,0.833333333
Everton,Blackburn,H,W,L,W,L,L,L,W,D,L,L,6,4,-0.5,-0.666666667
Man United,Man City,H,W,W,W,L,W,L,W,W,W,W,12,12,1.333333333,0.833333333
Wolves,Fulham,H,L,D,L,W,L,L,W,L,L,W,4,6,-0.666666667,-0.5
Birmingham,Bolton,NH,L,L,D,W,L,D,W,L,L,L,4,4,-0.333333333,-0.333333333
Blackburn,Aston Villa,H,L,W,D,L,L,W,W,W,W,L,4,12,-0.666666667,0.833333333
Fulham,Arsenal,NH,L,W,L,L,W,W,L,L,W,W,6,9,-0.5,1.5
Liverpool,Hull,H,W,W,L,W,L,L,D,W,L,L,9,4,1,-1.166666667
Portsmouth,Everton,NH,L,L,L,L,L,W,W,L,W,L,0,9,-1.285714286,-0.285714286
Stoke,Man United,NH,D,L,W,D,L,W,W,W,W,L,5,12,-0.285714286,1.285714286
Tottenham,Burnley,H,L,L,W,W,W,W,L,L,W,W,9,9,0.285714286,-0.714285714
Wigan,Chelsea,H,L,W,L,L,L,W,W,W,W,W,3,15,-1.142857143,1.714285714
Sunderland,Wolves,H,L,W,L,W,L,W,L,D,L,W,6,7,0,-0.428571429
Man City,West Ham,H,W,L,W,W,W,L,L,L,D,L,12,1,1,-0.428571429
Bolton,Tottenham,NH,W,D,W,L,L,L,L,W,W,W,7,9,-0.142857143,0.285714286
Burnley,Birmingham,H,W,L,L,W,W,W,L,L,D,W,9,7,-0.714285714,-0.142857143
Hull,Wigan,H,L,L,D,W,L,L,W,L,L,L,4,3,-1.142857143,-1.142857143
Man United,Sunderland,NH,W,W,W,W,L,L,W,L,W,L,12,6,1.285714286,0
Wolves,Portsmouth,NH,L,W,L,D,L,L,L,L,L,L,4,0,-0.75,-1.25
Arsenal,Blackburn,H,W,W,W,L,L,L,W,L,W,D,9,7,1.75,-0.875
Chelsea,Liverpool,H,L,W,W,W,W,W,W,W,W,L,12,12,1.25,1.5
Everton,Stoke,NH,D,W,W,L,W,L,D,L,W,D,10,5,-0.25,-0.5
West Ham,Fulham,NH,D,L,L,L,D,D,L,L,W,L,2,4,-0.375,-0.5
Aston Villa,Man City,NH,D,L,W,W,W,D,W,L,W,W,10,10,0.5,0.875
Arsenal,Birmingham,H,W,W,W,L,L,L,W,L,L,D,9,4,1.75,-0.25
Aston Villa,Chelsea,H,D,L,W,W,W,L,W,W,W,W,10,12,0.5,1.25
Everton,Wolves,NH,D,W,W,L,W,L,W,L,D,L,10,4,-0.25,-0.75
Man United,Bolton,H,W,W,W,W,W,D,W,D,W,L,15,8,1.375,-0.125
Portsmouth,Tottenham,NH,W,L,L,L,L,D,W,L,L,W,3,7,-1,0.777777778
Stoke,West Ham,H,D,L,D,L,W,L,D,L,L,L,5,1,-0.444444444,-0.444444444
Sunderland,Liverpool,H,D,W,L,W,L,L,W,W,W,W,7,12,0.333333333,1.111111111
Blackburn,Burnley,H,W,L,W,L,W,W,L,W,L,L,9,6,-0.666666667,-1
Wigan,Man City,NH,L,W,L,W,L,D,D,W,L,W,6,8,-0.777777778,0.777777778
Fulham,Hull,H,W,D,L,L,W,W,L,L,L,D,7,4,-0.222222222,-1.333333333
Birmingham,Sunderland,H,L,L,W,L,L,D,W,L,W,L,3,7,-0.333333333,0.333333333
Burnley,Wigan,NH,W,L,W,L,L,L,W,L,W,L,6,6,-1,-0.777777778
Chelsea,Blackburn,H,W,L,W,W,W,W,L,W,L,W,12,9,1.333333333,-0.666666667
Hull,Portsmouth,NH,W,L,L,L,D,W,L,L,L,L,4,3,-1.333333333,-1
Tottenham,Stoke,NH,W,D,W,L,L,W,D,L,D,L,7,5,0.8,-0.3
Wolves,Aston Villa,NH,D,L,L,W,L,D,W,D,L,W,4,8,-0.7,0.5
Bolton,Everton,H,W,L,D,W,D,L,D,D,W,W,8,8,-0.1,-0.3
Liverpool,Man United,H,L,L,W,W,W,W,D,W,W,W,9,13,0.9,1.2
Man City,Fulham,NH,D,D,D,W,L,D,W,D,L,L,6,5,0.7,-0.2
West Ham,Arsenal,NH,D,L,D,L,L,D,W,W,W,W,2,13,-0.4,1.6
Arsenal,Tottenham,H,D,W,W,W,W,W,D,W,L,L,13,7,1.6,0.8
Bolton,Chelsea,NH,W,L,D,W,D,L,W,L,W,W,8,9,-0.1,1.1
Burnley,Hull,H,L,W,L,W,L,L,W,L,L,L,6,3,-1,-1.4
Everton,Aston Villa,NH,L,D,D,W,W,D,W,D,L,W,8,8,-0.3,0.5
Fulham,Liverpool,H,W,D,W,D,L,W,L,L,W,W,8,9,0,1
Man United,Blackburn,H,L,W,D,W,W,L,L,W,L,W,10,6,0.909090909,-1.181818182
Portsmouth,Wigan,H,D,L,W,L,L,W,D,L,W,L,4,7,-0.909090909,-0.454545455
Stoke,Wolves,NH,W,W,D,L,D,D,D,L,L,W,8,5,-0.181818182,-0.636363636
Sunderland,West Ham,NH,L,W,D,W,L,D,D,L,D,L,7,3,0.272727273,-0.363636364
Birmingham,Man City,NH,W,L,L,L,W,D,D,D,D,W,6,7,-0.363636364,0.636363636
West Ham,Aston Villa,H,D,D,L,D,L,D,D,W,D,L,3,6,-0.363636364,0.454545455
Aston Villa,Bolton,H,D,D,W,D,L,L,W,L,D,W,6,7,0.454545455,-0.454545455
Blackburn,Portsmouth,H,L,L,W,L,W,D,L,W,L,L,6,4,-1.181818182,-0.909090909
Man City,Burnley,NH,D,D,D,D,W,L,L,W,L,W,7,6,0.636363636,-1.090909091
Tottenham,Sunderland,H,L,L,W,D,W,D,L,W,D,W,7,8,0.333333333,0.25
Wolves,Arsenal,NH,D,D,D,L,L,W,W,D,W,W,3,13,-0.583333333,1.833333333
Chelsea,Man United,H,W,W,L,W,L,W,L,W,D,W,9,10,1.666666667,1
Hull,Stoke,H,L,D,L,W,L,D,W,W,D,L,4,8,-1.333333333,-0.166666667
West Ham,Everton,NH,W,D,D,L,D,W,D,L,D,D,6,6,-0.25,-0.166666667
Wigan,Fulham,NH,L,W,D,L,W,D,W,D,W,D,7,9,-0.75,0
Liverpool,Birmingham,NH,L,W,L,L,W,D,W,L,L,L,6,4,0.75,-0.333333333
Birmingham,Fulham,H,D,W,L,L,L,D,W,D,W,D,4,9,-0.333333333,0
Burnley,Aston Villa,NH,W,L,L,W,L,L,D,D,W,D,6,6,-0.833333333,0.333333333
Chelsea,Wolves,H,W,W,L,W,L,D,D,D,L,L,9,3,1.666666667,-0.583333333
Hull,West Ham,NH,W,L,D,L,W,L,W,D,D,L,7,5,-1.153846154,-0.307692308
Liverpool,Man City,NH,D,L,W,L,L,D,D,D,D,D,4,5,0.692307692,0.538461538
Man United,Everton,H,L,W,L,W,D,L,W,D,L,D,7,5,0.846153846,-0.384615385
Sunderland,Arsenal,H,L,D,L,W,D,L,W,W,D,W,5,10,0.076923077,1.615384615
Bolton,Blackburn,NH,L,L,L,W,L,W,W,L,L,W,3,9,-0.846153846,-0.692307692
Stoke,Portsmouth,H,L,D,W,W,D,L,W,D,L,W,8,7,-0.230769231,-0.615384615
Tottenham,Wigan,H,W,L,L,W,D,D,L,W,D,L,7,5,0.461538462,-0.692307692
Fulham,Blackburn,H,L,D,W,D,W,W,W,L,L,W,8,9,-0.076923077,-0.692307692
Hull,Everton,H,W,L,D,L,W,L,W,D,L,D,7,5,-1.153846154,-0.384615385
Aston Villa,Tottenham,NH,W,L,D,D,W,W,L,L,W,D,8,7,0.615384615,0.461538462
Blackburn,Stoke,NH,L,W,W,L,L,W,L,D,W,W,6,10,-0.857142857,-0.142857143
Fulham,Bolton,NH,W,L,D,W,D,D,L,L,L,W,8,4,0.142857143,-0.785714286
Man City,Hull,NH,D,D,D,D,D,D,W,L,D,L,5,5,0.5,-1.071428571
Portsmouth,Man United,NH,L,L,W,D,L,W,L,W,L,W,4,9,-0.642857143,1
West Ham,Burnley,H,D,L,W,D,D,D,D,W,L,L,6,5,-0.285714286,-0.714285714
Wigan,Sunderland,H,L,D,L,W,D,W,L,D,L,W,5,7,-1.214285714,0.142857143
Arsenal,Chelsea,NH,L,L,W,W,D,W,W,W,W,L,7,12,1.285714286,1.785714286
Everton,Liverpool,NH,L,L,W,D,L,D,D,L,W,L,4,5,-0.428571429,0.642857143
Wolves,Birmingham,NH,L,L,D,D,D,W,D,D,W,L,3,8,-1,-0.214285714
Arsenal,Stoke,H,L,L,W,W,D,W,L,D,W,W,7,10,1.285714286,-0.142857143
Aston Villa,Hull,H,D,D,W,L,D,W,D,W,L,D,6,8,0.533333333,-0.933333333
Blackburn,Liverpool,NH,D,L,W,W,L,W,D,D,L,W,7,8,-0.8,0.733333333
Man City,Chelsea,H,W,D,D,D,D,W,W,W,W,W,7,15,0.533333333,1.866666667
Portsmouth,Burnley,H,L,L,L,W,D,L,D,D,W,L,4,5,-0.8,-0.8
West Ham,Man United,NH,W,D,L,W,D,W,W,L,W,L,8,9,-0.133333333,1.133333333
Wigan,Birmingham,NH,W,L,D,L,W,W,W,D,D,W,7,11,-1.066666667,-0.133333333
Wolves,Bolton,H,L,L,L,D,D,L,D,L,L,L,2,1,-1,-0.8
Everton,Tottenham,NH,L,L,L,W,D,D,W,W,L,L,4,7,-0.533333333,0.933333333
Fulham,Sunderland,H,D,W,L,D,W,L,W,L,D,L,8,4,0.133333333,0.066666667
Birmingham,West Ham,H,W,W,D,D,W,W,D,L,W,D,11,8,-0.133333333,-0.133333333
Bolton,Man City,NH,D,L,D,L,L,D,W,D,D,D,2,7,-0.75,0.5
Burnley,Fulham,NH,L,L,D,D,W,W,D,W,L,D,5,8,-0.875,0.1875
Chelsea,Everton,NH,L,W,W,W,W,D,L,L,L,W,12,4,1.6875,-0.5
Hull,Blackburn,NH,D,W,D,W,L,D,D,L,W,W,8,8,-0.875,-0.75
Man United,Aston Villa,NH,W,W,W,L,W,W,D,D,W,L,12,8,1.3125,0.6875
Stoke,Wigan,NH,L,D,W,L,D,L,W,L,D,L,5,4,-0.25,-1.0625
Sunderland,Portsmouth,NH,L,L,W,L,D,W,L,L,L,W,4,6,0,-0.625
Tottenham,Wolves,NH,D,D,W,W,L,W,L,L,L,D,8,4,0.875,-0.875
Liverpool,Arsenal,NH,D,W,D,D,L,W,W,L,L,W,6,9,0.6875,1.3125
Birmingham,Blackburn,H,W,W,W,D,D,D,D,L,W,W,11,8,-0.0625,-0.75
Bolton,West Ham,H,W,D,L,D,L,L,L,W,D,L,5,4,-0.588235294,-0.411764706
Man United,Wolves,H,L,W,W,W,L,W,W,L,L,L,9,6,1.176470588,-0.764705882
Sunderland,Aston Villa,NH,D,L,L,W,L,W,W,D,D,W,4,11,0,0.705882353
Burnley,Arsenal,NH,D,L,L,D,D,D,W,W,L,L,3,7,-0.823529412,1.235294118
Chelsea,Portsmouth,H,D,L,W,W,W,D,W,L,L,L,10,4,1.588235294,-0.588235294
Liverpool,Wigan,H,L,D,W,D,D,D,L,W,L,D,6,5,0.588235294,-1
Tottenham,Man City,H,L,D,D,W,W,L,D,W,D,D,8,6,0.764705882,0.294117647
Arsenal,Hull,H,D,W,W,L,L,L,D,W,D,W,7,8,1.235294118,-1
Aston Villa,Stoke,H,W,W,D,D,W,D,L,D,W,L,11,5,0.705882353,-0.235294118
Blackburn,Tottenham,NH,D,D,D,L,W,L,D,D,W,W,6,8,-0.705882353,0.764705882
Fulham,Man United,H,W,D,W,D,W,W,L,W,W,W,11,12,0.333333333,1.277777778
Man City,Sunderland,H,W,L,D,W,D,L,D,L,L,W,8,4,0.333333333,-0.111111111
Portsmouth,Liverpool,H,L,D,W,L,L,W,L,D,W,D,4,8,-0.611111111,0.611111111
Everton,Birmingham,NH,D,D,D,L,L,W,W,W,W,W,3,15,-0.444444444,0.055555556
West Ham,Chelsea,NH,L,L,L,W,D,W,D,L,W,W,4,10,-0.5,1.555555556
Wolves,Burnley,H,L,W,W,L,L,D,D,L,L,D,6,3,-0.888888889,-0.777777778
Birmingham,Chelsea,NH,W,W,W,W,W,W,D,L,W,W,15,10,0.055555556,1.555555556
Burnley,Bolton,NH,D,D,L,L,D,D,W,D,L,D,3,6,-0.777777778,-0.555555556
Fulham,Tottenham,NH,W,D,W,D,W,W,L,D,D,W,11,8,0.333333333,0.888888889
Liverpool,Wolves,H,W,L,D,W,D,L,W,W,L,L,8,6,0.611111111,-0.888888889
Man City,Stoke,H,W,W,L,D,W,L,L,D,L,D,10,2,0.421052632,-0.368421053
Sunderland,Everton,NH,L,L,D,L,L,D,D,D,D,L,1,4,-0.157894737,-0.421052632
West Ham,Portsmouth,H,D,L,L,L,W,W,L,D,W,L,4,7,-0.473684211,-0.473684211
Wigan,Blackburn,NH,D,L,D,L,W,L,L,D,D,D,5,3,-0.947368421,-0.789473684
Arsenal,Aston Villa,H,W,W,D,W,W,W,W,W,W,D,13,13,1.421052632,0.789473684
Hull,Man United,NH,L,D,L,D,W,L,W,L,W,W,5,9,-1.052631579,1.052631579
Blackburn,Sunderland,NH,L,L,D,D,D,L,L,D,L,L,3,1,-0.789473684,-0.157894737
Chelsea,Fulham,H,D,W,D,L,W,D,W,D,W,D,8,9,1.473684211,0.315789474
Everton,Burnley,H,D,D,D,D,L,L,D,D,L,L,4,2,-0.421052632,-0.842105263
Stoke,Birmingham,NH,L,L,D,L,D,D,W,W,W,W,2,13,-0.368421053,0.052631579
Tottenham,West Ham,H,D,W,W,L,D,W,D,L,L,L,8,4,0.9,-0.35
Wolves,Man City,NH,L,W,L,W,W,W,W,W,L,D,9,10,-0.8,0.55
Aston Villa,Liverpool,NH,L,W,W,W,W,W,L,W,L,D,12,7,0.6,0.55
Bolton,Hull,NH,L,D,D,W,D,L,L,D,L,D,6,2,-0.6,-1.1
Man United,Wigan,H,W,L,W,L,W,L,D,L,D,L,9,2,1.1,-1.15
Portsmouth,Arsenal,NH,L,W,L,D,W,W,W,W,D,W,7,13,-0.55,1.5
Stoke,Fulham,H,L,L,L,D,L,L,D,W,D,W,1,8,-0.4,0.25
Arsenal,Everton,NH,W,W,W,D,W,W,D,D,D,D,13,7,1.5,-0.3
Birmingham,Man United,NH,D,D,W,W,W,W,L,W,L,W,11,9,0.05,1.1
Man City,Blackburn,H,W,W,W,L,D,D,L,L,D,D,10,3,0.55,-0.75
Chelsea,Sunderland,H,W,D,D,W,D,D,D,L,L,D,9,3,1.380952381,-0.142857143
Everton,Man City,H,D,W,D,D,D,W,W,W,W,L,7,12,-0.285714286,0.666666667
Man United,Burnley,H,W,W,L,W,L,L,D,L,D,D,9,3,1.285714286,-0.857142857
Stoke,Liverpool,NH,W,L,L,L,D,W,W,L,W,L,4,9,-0.333333333,0.571428571
Tottenham,Hull,NH,W,D,W,W,L,D,L,L,D,L,10,2,0.952380952,-1.047619048
Wolves,Wigan,NH,L,L,W,L,W,W,L,D,L,D,6,5,-0.904761905,-1
Aston Villa,West Ham,NH,L,L,W,W,W,L,W,D,L,L,9,4,0.523809524,-0.428571429
Blackburn,Fulham,H,D,D,L,L,D,L,L,D,W,D,3,5,-0.714285714,0.19047619
Bolton,Arsenal,NH,L,L,D,D,W,D,W,W,W,D,5,11,-0.666666667,1.428571429
Arsenal,Bolton,H,D,W,W,W,D,L,L,D,D,W,11,5,1.428571429,-0.666666667
Liverpool,Tottenham,H,D,W,W,L,W,D,W,D,W,W,10,11,0.545454545,0.909090909
Man United,Hull,H,D,W,W,L,W,D,D,L,L,D,10,3,1.227272727,-1
Bolton,Burnley,H,W,L,L,D,D,L,L,D,L,D,5,2,-0.590909091,-0.954545455
Portsmouth,West Ham,NH,D,L,L,W,L,D,L,W,D,L,4,5,-0.636363636,-0.409090909
Tottenham,Fulham,H,D,W,D,W,W,L,L,L,D,W,11,4,0.909090909,0.090909091
Wolves,Liverpool,NH,L,L,L,W,L,D,W,W,L,W,3,10,-0.954545455,0.545454545
Aston Villa,Arsenal,NH,D,L,L,W,W,W,D,W,W,W,7,13,0.5,1.454545455
Blackburn,Wigan,H,L,D,D,L,L,L,W,L,D,L,2,4,-0.818181818,-1
Chelsea,Birmingham,H,W,W,D,D,W,D,W,D,D,W,11,9,1.545454545,0.090909091
Everton,Sunderland,H,W,D,W,D,D,L,D,D,L,L,9,2,-0.181818182,-0.363636364
Birmingham,Tottenham,NH,L,D,W,D,D,L,D,W,D,W,6,8,-0.043478261,0.782608696
Burnley,Chelsea,NH,L,L,L,D,L,W,W,W,D,D,1,11,-0.956521739,1.608695652
Fulham,Aston Villa,NH,L,L,L,L,D,D,D,L,L,W,1,5,0,0.47826087
Hull,Wolves,NH,L,D,D,L,L,D,L,L,L,W,2,4,-1.130434783,-0.913043478
Liverpool,Bolton,H,W,D,W,W,L,L,W,L,L,D,10,4,0.608695652,-0.652173913
West Ham,Blackburn,NH,D,D,L,W,D,W,L,D,D,L,6,5,-0.391304348,-0.695652174
Wigan,Everton,NH,L,L,W,L,D,W,W,D,W,D,4,11,-1,-0.086956522
Arsenal,Man United,NH,W,W,D,W,W,W,D,W,W,L,13,10,1.47826087,1.304347826
Man City,Portsmouth,H,W,L,W,W,W,L,D,L,L,W,12,4,0.608695652,-0.695652174
Sunderland,Stoke,NH,L,L,D,D,L,D,D,W,L,L,2,5,-0.434782609,-0.304347826
Hull,Chelsea,NH,D,L,D,D,L,W,W,W,W,D,3,13,-1.083333333,1.583333333
Fulham,Portsmouth,H,L,L,L,L,L,L,L,D,L,L,0,1,-0.083333333,-0.708333333
Bolton,Fulham,NH,D,L,W,L,L,L,L,L,L,L,4,0,-0.625,-0.083333333
Burnley,West Ham,H,L,L,L,L,D,D,D,D,L,W,1,6,-0.958333333,-0.375
Hull,Man City,H,D,L,D,D,L,L,W,L,W,W,3,9,-1.083333333,0.541666667
Liverpool,Everton,H,D,W,D,W,W,W,W,W,D,W,11,13,0.583333333,-0.041666667
Man United,Portsmouth,H,W,W,D,W,W,L,L,D,L,L,13,1,1.416666667,-0.708333333
Stoke,Blackburn,H,W,D,D,W,L,W,W,L,D,D,8,8,-0.166666667,-0.625
Sunderland,Wigan,NH,D,L,L,D,D,D,L,L,W,L,3,4,-0.416666667,-0.958333333
Tottenham,Aston Villa,NH,W,L,D,W,D,W,D,D,L,L,8,5,0.833333333,0.541666667
Birmingham,Wolves,H,W,D,L,D,W,L,D,D,L,L,8,2,0,-0.88
Chelsea,Arsenal,H,D,W,W,W,W,L,D,W,W,D,13,8,1.52,1.28
Fulham,Burnley,H,W,L,L,L,L,W,L,L,L,L,3,3,-0.04,-0.88
Man City,Bolton,H,W,L,W,L,W,L,D,L,W,L,9,4,0.6,-0.68
Portsmouth,Sunderland,NH,L,L,L,D,L,D,D,L,L,D,1,3,-0.88,-0.4
Wigan,Stoke,NH,D,D,L,L,W,D,W,D,D,W,5,9,-0.92,-0.16
Arsenal,Liverpool,H,L,D,W,W,D,W,D,W,D,W,8,11,1.28,0.64
Aston Villa,Man United,NH,D,W,D,D,L,W,W,W,D,W,6,13,0.52,1.44
Blackburn,Hull,H,D,W,W,L,D,D,D,L,D,D,8,4,-0.6,-1.04
Everton,Chelsea,H,L,W,W,W,D,D,W,W,W,W,10,13,-0.08,1.52
West Ham,Birmingham,H,W,L,D,D,D,L,W,D,L,D,6,5,-0.307692308,-0.076923077
Wolves,Tottenham,H,W,L,D,D,L,D,D,W,L,D,5,6,-0.807692308,0.769230769
Stoke,Man City,NH,D,D,W,D,D,D,W,L,W,L,7,7,-0.153846154,0.576923077
Wigan,Bolton,NH,D,D,D,L,L,D,L,D,L,W,3,5,-0.884615385,-0.653846154
Arsenal,Sunderland,H,L,L,D,W,W,D,D,D,L,L,7,3,1.153846154,-0.384615385
Everton,Man United,H,W,L,W,W,W,W,W,W,W,D,12,13,-0.038461538,1.576923077
Portsmouth,Stoke,NH,D,L,L,L,D,D,D,W,D,D,2,7,-0.846153846,-0.153846154
West Ham,Hull,H,W,L,D,D,D,W,D,D,L,D,6,6,-0.307692308,-0.961538462
Wolves,Chelsea,NH,W,L,D,D,L,W,D,W,W,W,5,13,-0.807692308,1.538461538
Aston Villa,Burnley,H,D,D,W,D,D,L,W,L,L,L,7,3,0.5,-0.961538462
Blackburn,Bolton,H,W,L,D,W,W,L,D,L,D,L,10,2,-0.62962963,-0.740740741
Fulham,Birmingham,H,W,D,W,L,L,L,L,W,D,L,7,4,0.074074074,-0.111111111
Man City,Liverpool,NH,D,D,W,L,W,L,W,W,D,W,8,10,0.555555556,0.592592593
Wigan,Tottenham,NH,L,D,D,D,L,L,D,D,W,L,3,5,-0.962962963,0.703703704
Man United,West Ham,H,D,W,W,W,W,W,W,L,D,D,13,8,1.518518519,-0.185185185
Birmingham,Wigan,H,L,L,W,D,L,L,D,D,D,L,4,3,-0.111111111,-0.962962963
Bolton,Wolves,H,L,D,L,D,L,L,W,L,D,D,2,5,-0.740740741,-0.851851852
Burnley,Portsmouth,NH,L,L,W,L,L,L,D,L,L,L,3,1,-1.037037037,-0.851851852
Chelsea,Man City,NH,L,W,D,W,W,D,D,W,L,W,10,8,1.444444444,0.555555556
Stoke,Arsenal,NH,W,D,D,W,D,W,L,L,D,W,9,7,-0.111111111,1.148148148
Liverpool,Blackburn,H,D,L,W,W,D,W,W,L,D,W,8,10,0.571428571,-0.5
Sunderland,Fulham,NH,D,L,D,D,D,W,W,D,W,L,4,10,-0.428571429,0.107142857
Tottenham,Everton,H,W,L,D,D,W,L,W,W,L,W,8,9,0.785714286,0
Arsenal,Burnley,H,W,W,L,L,D,L,L,L,W,L,7,3,1.178571429,-1.035714286
West Ham,Bolton,NH,L,W,W,L,D,W,L,D,L,D,7,5,-0.285714286,-0.678571429
Wolves,Man United,NH,L,L,W,L,D,L,D,W,W,W,4,10,-0.857142857,1.392857143
Everton,Hull,H,L,W,W,L,W,L,L,W,D,D,9,5,0,-1.035714286
Wigan,Liverpool,H,L,L,D,D,D,D,L,W,W,D,3,8,-0.964285714,0.571428571
Portsmouth,Birmingham,NH,W,L,D,L,L,W,L,L,W,D,4,7,-0.785714286,-0.071428571
Sunderland,Bolton,H,D,L,D,D,D,W,L,D,L,D,4,5,-0.428571429,-0.678571429
Burnley,Stoke,NH,L,L,L,L,W,D,L,W,D,D,3,6,-1.068965517,-0.172413793
Birmingham,Everton,NH,W,W,L,L,W,W,L,W,W,L,9,9,-0.034482759,0.137931034
Bolton,Wigan,H,W,W,L,D,L,W,L,L,D,D,7,5,-0.620689655,-0.896551724
Burnley,Wolves,NH,L,L,L,L,W,L,L,L,W,L,3,3,-1.068965517,-0.862068966
Chelsea,West Ham,H,L,W,L,W,D,L,L,W,W,L,7,6,1.344827586,-0.310344828
Hull,Arsenal,NH,L,L,L,W,D,W,W,W,L,L,4,9,-1.137931034,1.206896552
Stoke,Aston Villa,NH,D,L,W,D,D,W,D,W,D,D,6,9,-0.172413793,0.586206897
Tottenham,Blackburn,H,W,W,L,D,D,L,W,W,L,D,8,7,0.793103448,-0.517241379
Man United,Fulham,H,W,L,D,W,W,D,W,W,D,W,10,11,1.448275862,0.103448276
Sunderland,Man City,NH,W,D,L,D,D,D,W,D,D,W,6,9,-0.275862069,0.586206897
Liverpool,Portsmouth,H,L,W,D,L,W,L,L,W,L,D,7,4,0.533333333,-0.866666667
Wigan,Aston Villa,NH,L,W,L,L,D,D,W,D,W,D,4,9,-1,0.566666667
Arsenal,West Ham,H,W,W,W,W,L,L,L,L,W,W,12,6,1.233333333,-0.4
Aston Villa,Wolves,NH,D,W,D,W,D,W,L,L,L,W,9,6,0.566666667,-0.8
Everton,Bolton,H,D,W,L,W,W,L,W,W,L,D,10,7,0.133333333,-0.733333333
Portsmouth,Hull,H,L,L,W,L,D,L,L,L,L,W,4,3,-0.866666667,-1.133333333
Stoke,Tottenham,NH,D,D,L,W,D,W,W,W,L,D,6,10,-0.166666667,0.833333333
Sunderland,Birmingham,H,D,W,D,L,D,D,W,W,L,L,6,7,-0.266666667,-0.033333333
Wigan,Burnley,H,L,W,L,L,D,D,L,L,L,L,4,1,-1,-1.033333333
Blackburn,Chelsea,NH,L,L,W,W,L,W,L,W,L,W,6,9,-0.566666667,1.4
Fulham,Man City,NH,L,L,D,W,W,L,W,D,W,D,7,8,-0.032258065,0.516129032
Man United,Liverpool,H,W,W,W,L,D,W,L,W,D,L,10,7,1.483870968,0.612903226
West Ham,Wolves,NH,L,L,L,L,W,D,W,L,L,L,3,4,-0.451612903,-0.774193548
Aston Villa,Sunderland,NH,D,D,W,D,W,W,D,W,D,L,9,8,0.548387097,-0.193548387
Blackburn,Birmingham,H,D,L,L,W,W,L,D,W,W,L,7,7,-0.548387097,-0.096774194
Man City,Everton,NH,L,W,D,W,D,W,D,W,L,W,8,10,0.516129032,0.193548387
Portsmouth,Chelsea,NH,W,L,L,W,L,D,W,L,W,L,6,7,-0.806451613,1.35483871
Birmingham,Arsenal,NH,L,D,W,W,L,W,W,W,W,W,7,15,-0.096774194,1.225806452
Bolton,Man United,NH,W,L,W,W,L,W,W,W,L,D,9,10,-0.580645161,1.483870968
Chelsea,Aston Villa,H,D,W,L,W,L,D,D,W,D,W,7,9,1.35483871,0.548387097
Hull,Fulham,H,W,L,L,L,L,L,L,L,D,W,3,4,-1.03125,-0.09375
Tottenham,Portsmouth,H,W,W,W,W,W,L,W,L,L,W,15,6,0.875,-0.9375
West Ham,Stoke,NH,L,L,L,L,L,W,L,D,D,L,0,5,-0.5,-0.15625
Wolves,Everton,NH,W,D,W,L,L,W,W,D,W,L,7,10,-0.6875,0.25
Burnley,Blackburn,NH,L,L,D,L,L,W,D,L,L,W,1,7,-1.03125,-0.5
Liverpool,Sunderland,H,L,W,L,W,D,D,W,D,W,D,7,9,0.5625,-0.1875
Man City,Wigan,H,W,L,W,D,W,W,L,L,W,L,10,6,0.59375,-0.9375
Arsenal,Wolves,H,W,W,W,W,W,W,D,W,L,L,15,7,1.25,-0.6875
Bolton,Aston Villa,NH,L,W,L,W,W,L,D,D,W,D,9,6,-0.625,0.34375
Burnley,Man City,NH,L,L,D,L,L,W,L,W,D,W,1,10,-1.03125,0.59375
Man United,Chelsea,NH,W,W,W,W,W,W,W,D,W,L,15,10,1.545454545,1.606060606
Portsmouth,Blackburn,NH,L,L,W,L,L,W,W,D,L,L,3,7,-0.96969697,-0.454545455
Stoke,Hull,H,W,W,L,D,D,L,W,L,L,L,8,3,-0.090909091,-1.060606061
Sunderland,Tottenham,H,L,D,W,D,W,L,W,W,W,W,8,12,-0.272727273,0.787878788
Birmingham,Liverpool,NH,D,L,L,D,W,W,L,W,L,W,5,9,-0.121212121,0.636363636
