FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,ATFormPts,HTGD,ATGD,DiffPts,DiffFormPts
NH,6,7,12,12,0.7777777777777778,0.8888888888888888,L,L,L,L,L,L,W,L,W,L,6,-0.6666666666666666,-0.5555555555555556,-0.1111111111111111,-0.6666666666666666
H,12,6,17,8,1.1111111111111112,1.3333333333333333,W,L,W,L,W,W,L,D,L,W,7,-0.5555555555555556,-0.2222222222222222,-0.2222222222222222,0.2222222222222222
NH,9,15,18,13,0.5555555555555556,1.7777777777777777,D,L,L,W,D,W,D,W,W,W,13,-1.0,0.2222222222222222,-1.2222222222222223,-0.8888888888888888
NH,10,10,9,12,0.7777777777777778,1.1111111111111112,L,W,D,D,D,W,L,L,L,W,6,0.1111111111111111,-0.2222222222222222,-0.3333333333333333,0.0
NH,25,27,6,6,2.2222222222222223,2.4444444444444446,D,W,D,W,W,W,W,W,D,W,13,2.111111111111111,2.333333333333333,-0.2222222222222222,-0.2222222222222222
H,6,20,14,9,1.0,2.111111111111111,D,L,D,W,D,W,W,W,L,W,12,-0.8888888888888888,1.2222222222222223,-1.1111111111111112,-0.6666666666666666
NH,20,12,9,17,2.111111111111111,1.1111111111111112,W,W,W,L,W,W,L,W,L,W,9,1.2222222222222223,-0.5555555555555556,1.0,0.3333333333333333
NH,10,26,13,12,1.0,2.0,L,W,L,L,L,L,D,W,D,W,8,-0.3,1.4,-1.0,-0.5
H,33,8,7,14,2.5,0.8,W,W,W,W,D,D,L,L,L,L,1,2.6,-0.6,1.7,1.2
NH,11,10,12,20,1.2,0.5,D,W,L,W,W,L,D,L,L,W,4,-0.1,-1.0,0.7,0.6
NH,12,11,10,11,0.9,1.1,W,L,D,L,W,L,L,W,D,D,5,0.2,0.0,-0.2,0.2
H,9,12,14,24,0.9,0.6,D,L,W,L,W,L,W,L,L,L,3,-0.5,-1.2,0.3,0.4
NH,9,12,11,10,1.1,1.5,W,W,D,D,L,D,D,W,W,L,8,-0.2,0.2,-0.4,0.0
NH,6,11,15,12,0.5,0.7,L,L,L,L,L,L,L,W,D,D,5,-0.9,-0.1,-0.2,-0.5
H,18,7,14,14,1.9,1.2,W,W,D,W,W,W,D,L,D,W,8,0.4,-0.7,0.7,0.5
NH,7,12,11,6,1.2,1.9,L,W,L,D,L,W,D,W,W,D,11,-0.4,0.6,-0.7,-0.7
H,15,9,18,11,1.3,1.1,W,W,L,W,L,W,W,D,D,L,8,-0.3,-0.2,0.2,0.1
H,13,14,13,15,1.0909090909090908,1.181818181818182,D,L,L,W,D,D,D,W,L,W,8,0.0,-0.0909090909090909,-0.0909090909090909,-0.2727272727272727
NH,13,23,23,15,0.5454545454545454,1.7272727272727273,D,L,D,L,L,L,L,W,W,W,9,-0.9090909090909092,0.7272727272727273,-1.181818181818182,-0.6363636363636364
NH,14,12,10,15,1.6363636363636365,1.0909090909090908,W,D,D,W,W,W,D,L,W,L,7,0.3636363636363636,-0.2727272727272727,0.5454545454545454,0.3636363636363636
H,27,14,12,12,2.090909090909091,0.9090909090909092,W,L,D,W,D,D,W,L,D,L,5,1.3636363636363635,0.1818181818181818,1.181818181818182,0.2727272727272727
H,15,11,7,15,2.0,0.9090909090909092,W,W,D,W,W,L,L,W,L,L,3,0.7272727272727273,-0.3636363636363636,1.0909090909090908,0.9090909090909092
NH,8,36,17,8,1.0909090909090908,2.5454545454545454,L,W,D,L,D,W,W,W,W,W,15,-0.8181818181818182,2.5454545454545454,-1.4545454545454546,-0.9090909090909092
H,13,8,27,14,0.5454545454545454,1.0909090909090908,L,L,W,L,L,L,L,W,L,D,4,-1.2727272727272727,-0.5454545454545454,-0.5454545454545454,-0.0909090909090909
NH,13,21,12,15,0.9090909090909092,2.0,W,L,L,W,D,W,W,W,D,W,13,0.0909090909090909,0.5454545454545454,-1.0909090909090908,-0.5454545454545454
H,9,6,17,17,0.7272727272727273,0.4545454545454545,L,D,L,L,L,L,L,L,L,L,0,-0.7272727272727273,-1.0,0.2727272727272727,0.0909090909090909
H,11,9,15,17,0.9090909090909092,0.7272727272727273,L,L,W,L,L,L,D,L,L,L,1,-0.3636363636363636,-0.7272727272727273,0.1818181818181818,0.1818181818181818
H,39,17,10,8,2.583333333333333,2.083333333333333,W,W,W,W,W,W,W,W,D,W,13,2.4166666666666665,0.75,0.5,0.1666666666666666
NH,16,23,18,21,1.0833333333333333,1.5833333333333333,L,D,D,W,L,W,W,W,W,L,12,-0.1666666666666666,0.1666666666666666,-0.5,-0.5833333333333334
NH,8,10,19,20,1.0,1.0,L,L,L,W,L,L,L,W,D,L,4,-0.9166666666666666,-0.8333333333333334,0.0,-0.0833333333333333
NH,14,14,13,15,0.8333333333333334,0.8333333333333334,L,D,W,L,D,L,W,L,L,W,6,0.0833333333333333,-0.0833333333333333,0.0,-0.0833333333333333
NH,12,28,15,12,1.0833333333333333,2.1666666666666665,D,W,D,L,W,W,W,L,D,W,10,-0.25,1.3333333333333333,-1.0833333333333333,-0.1666666666666666
H,9,18,16,27,0.9166666666666666,0.75,L,L,W,W,D,W,L,L,W,L,6,-0.5833333333333334,-0.75,0.1666666666666666,0.0833333333333333
NH,7,13,20,24,0.4166666666666667,0.5,L,L,L,L,L,L,D,L,D,L,2,-1.0833333333333333,-0.9166666666666666,-0.0833333333333333,-0.1666666666666666
NH,24,14,15,10,1.8333333333333333,1.5833333333333333,W,L,L,W,W,D,W,D,D,W,9,0.75,0.3333333333333333,0.25,0.0
H,23,16,15,15,2.083333333333333,1.25,W,W,W,W,D,W,D,L,L,W,7,0.6666666666666666,0.0833333333333333,0.8333333333333334,0.5
NH,23,14,21,15,1.5833333333333333,0.8333333333333334,W,W,W,W,L,L,W,L,L,W,6,0.1666666666666666,-0.0833333333333333,0.75,0.5
NH,19,15,29,16,0.6923076923076923,1.2307692307692308,L,W,L,L,W,W,W,L,L,W,9,-0.7692307692307693,-0.0769230769230769,-0.5384615384615384,-0.2307692307692307
H,25,13,17,20,1.6923076923076923,0.8461538461538461,L,W,L,L,W,L,W,L,D,L,4,0.6153846153846154,-0.5384615384615384,0.8461538461538461,0.1538461538461538
NH,29,18,12,11,2.230769230769231,1.9230769230769231,W,W,W,L,D,L,W,W,W,D,10,1.3076923076923077,0.5384615384615384,0.3076923076923077,0.0
H,17,13,20,22,1.0,1.1538461538461535,L,L,D,D,W,W,L,L,W,D,7,-0.2307692307692307,-0.6923076923076923,-0.1538461538461538,-0.1538461538461538
H,10,16,22,27,0.9230769230769232,0.5384615384615384,L,L,L,L,W,D,L,D,L,D,3,-0.9230769230769232,-0.8461538461538461,0.3846153846153846,0.0
NH,14,10,13,23,0.8461538461538461,0.4615384615384615,D,L,D,W,L,D,L,L,L,L,1,0.0769230769230769,-1.0,0.3846153846153846,0.3076923076923077
NH,11,26,17,16,1.0769230769230769,2.1538461538461537,W,L,L,W,W,W,W,W,W,W,15,-0.4615384615384615,0.7692307692307693,-1.0769230769230769,-0.4615384615384615
NH,16,42,11,11,1.6923076923076923,2.6153846153846154,W,D,W,D,D,W,W,W,W,W,15,0.3846153846153846,2.3846153846153846,-0.9230769230769232,-0.4615384615384615
NH,12,16,16,17,1.0,1.1538461538461535,L,D,W,D,L,L,W,D,L,L,4,-0.3076923076923077,-0.0769230769230769,-0.1538461538461538,0.0769230769230769
NH,16,29,17,12,1.1538461538461535,2.230769230769231,L,W,D,L,L,W,W,W,L,D,10,-0.0769230769230769,1.3076923076923077,-1.0769230769230769,-0.4615384615384615
H,17,12,30,16,0.5,1.0,L,D,L,D,L,D,L,D,W,D,6,-0.9285714285714286,-0.2857142857142857,-0.5,-0.2857142857142857
H,43,19,12,21,2.5,1.1428571428571428,D,W,W,W,W,W,L,L,D,D,5,2.2142857142857144,-0.1428571428571428,1.3571428571428572,0.5714285714285714
NH,19,28,12,17,1.8571428571428568,1.7857142857142858,D,L,W,W,W,W,L,W,L,L,6,0.5,0.7857142857142857,0.0714285714285714,0.2857142857142857
NH,14,12,24,20,1.0714285714285714,1.0,L,W,L,L,W,L,W,L,L,W,6,-0.7142857142857143,-0.5714285714285714,0.0714285714285714,0.0
H,29,19,16,31,2.2142857142857144,0.6428571428571429,W,W,W,W,W,L,L,W,L,L,3,0.9285714285714286,-0.8571428571428571,1.5714285714285714,0.8571428571428571
NH,12,26,24,23,0.6428571428571429,1.6428571428571428,W,D,L,L,L,D,W,W,W,W,13,-0.8571428571428571,0.2142857142857142,-1.0,-0.6428571428571429
NH,15,13,17,23,1.1428571428571428,1.0714285714285714,L,W,W,L,L,W,L,L,L,L,3,-0.1428571428571428,-0.7142857142857143,0.0714285714285714,0.2142857142857142
H,13,15,23,15,0.7857142857142857,0.7857142857142857,L,L,W,L,D,L,D,L,D,W,5,-0.7142857142857143,0.0,0.0,-0.0714285714285714
H,15,17,16,12,0.8571428571428571,1.6428571428571428,D,D,L,W,L,D,W,D,W,D,9,-0.0714285714285714,0.3571428571428571,-0.7857142857142857,-0.2857142857142857
H,26,15,23,17,1.6428571428571428,1.1428571428571428,D,W,W,W,W,L,W,W,L,L,6,0.2142857142857142,-0.1428571428571428,0.5,0.5
NH,19,16,34,18,0.6,1.0666666666666669,L,L,L,W,L,L,D,L,W,D,5,-1.0,-0.1333333333333333,-0.4666666666666667,-0.1333333333333333
H,17,15,13,25,1.5333333333333334,1.0666666666666669,L,D,W,D,W,D,L,W,L,L,4,0.2666666666666666,-0.6666666666666666,0.4666666666666667,0.2666666666666666
H,31,15,13,24,2.2,0.9333333333333332,W,D,W,W,W,W,L,L,W,L,6,1.2,-0.6,1.2666666666666666,0.4666666666666667
H,20,19,26,15,1.0666666666666669,1.7333333333333334,L,W,L,L,D,L,D,L,W,W,7,-0.4,0.2666666666666666,-0.6666666666666666,-0.2
H,14,16,20,16,0.9333333333333332,1.0,L,D,L,D,W,W,D,D,L,W,8,-0.4,0.0,-0.0666666666666666,-0.2
NH,13,12,21,28,1.0,0.6,D,L,W,L,L,L,W,D,L,L,4,-0.5333333333333333,-1.0666666666666669,0.4,0.0
H,14,30,23,18,1.2,2.066666666666667,W,W,L,L,L,L,W,W,W,W,12,-0.6,0.8,-0.8666666666666667,-0.4
H,16,21,17,32,0.7333333333333333,0.6666666666666666,L,L,D,L,D,W,L,D,L,D,5,-0.0666666666666666,-0.7333333333333333,0.0666666666666666,-0.2
H,31,48,17,13,1.8666666666666667,2.533333333333333,W,W,L,W,L,W,D,W,W,W,13,0.9333333333333332,2.333333333333333,-0.6666666666666666,-0.2666666666666666
NH,21,13,32,21,0.6666666666666666,1.0,W,L,D,L,D,D,L,W,L,L,4,-0.7333333333333333,-0.5333333333333333,-0.3333333333333333,0.0666666666666666
NH,16,24,19,28,1.0625,1.1875,D,L,L,W,W,W,L,W,L,L,6,-0.1875,-0.25,-0.125,0.0625
H,16,20,18,36,0.9375,0.5625,L,W,D,D,L,L,L,L,L,W,3,-0.125,-1.0,0.375,0.125
NH,21,16,19,20,1.625,1.0625,L,L,D,L,W,W,L,D,L,D,5,0.125,-0.25,0.5625,-0.0625
NH,14,33,29,18,0.75,1.9375,W,L,W,D,L,W,W,W,L,W,12,-0.9375,0.9375,-1.1875,-0.3125
NH,16,16,28,24,0.875,1.3125,L,W,L,L,W,W,W,W,L,L,9,-0.75,-0.5,-0.4375,-0.1875
NH,18,18,19,13,1.1875,1.625,W,L,D,L,W,W,L,D,W,D,8,-0.0625,0.3125,-0.4375,-0.0625
H,49,31,15,23,2.375,1.8125,L,W,D,W,W,W,W,D,W,W,13,2.125,0.5,0.5625,-0.1875
NH,15,35,26,14,1.0,2.25,L,D,L,W,L,W,W,D,W,W,13,-0.6875,1.3125,-1.25,-0.5625
H,31,18,18,18,2.125,0.875,W,L,W,W,W,W,L,L,D,L,4,0.8125,0.0,1.25,0.5
NH,22,20,34,36,0.625,0.5625,L,W,L,D,L,L,L,L,L,W,3,-0.75,-1.0,0.0625,0.0625
NH,17,25,30,29,0.8235294117647058,1.1764705882352942,L,L,W,L,L,D,W,L,W,L,7,-0.7647058823529411,-0.2352941176470588,-0.3529411764705882,-0.2352941176470588
NH,18,31,21,24,1.1176470588235294,1.7058823529411764,L,W,L,D,L,L,W,W,D,W,10,-0.1764705882352941,0.4117647058823529,-0.5882352941176471,-0.3529411764705882
H,17,16,19,20,1.1764705882352942,1.0588235294117647,W,D,L,L,W,D,W,L,D,L,5,-0.1176470588235294,-0.2352941176470588,0.1176470588235294,0.1176470588235294
NH,18,37,18,14,1.0588235294117647,2.294117647058824,W,L,W,D,D,W,W,W,D,W,13,0.0,1.3529411764705883,-1.2352941176470589,-0.2941176470588235
H,50,18,15,25,2.411764705882353,1.411764705882353,W,L,W,D,W,W,W,W,W,L,12,2.0588235294117645,-0.4117647058823529,1.0,-0.1176470588235294
NH,21,16,19,24,1.588235294117647,1.0588235294117647,D,L,L,D,L,W,L,D,L,W,7,0.1176470588235294,-0.4705882352941176,0.5294117647058824,-0.2941176470588235
NH,15,18,28,19,0.9411764705882352,0.8235294117647058,L,L,D,L,W,L,W,L,L,D,4,-0.7647058823529411,-0.0588235294117647,0.1176470588235294,0.0
NH,15,20,30,13,0.7647058823529411,1.7058823529411764,D,W,L,W,D,W,W,L,D,W,10,-0.8823529411764706,0.4117647058823529,-0.9411764705882352,-0.1176470588235294
NH,32,34,19,19,2.0588235294117645,1.8823529411764703,D,W,L,W,W,D,W,W,W,L,10,0.7647058823529411,0.8823529411764706,0.1764705882352941,0.0
NH,20,21,38,19,0.5294117647058824,1.588235294117647,L,L,L,L,L,D,L,L,D,L,2,-1.0588235294117647,0.1176470588235294,-1.0588235294117647,-0.1176470588235294
NH,35,18,20,23,1.8333333333333333,1.0,D,D,W,W,W,L,W,L,W,D,7,0.8333333333333334,-0.2777777777777778,0.8333333333333334,0.2222222222222222
NH,20,24,13,38,1.6666666666666667,0.5555555555555556,D,W,W,L,D,L,L,L,W,L,3,0.3888888888888889,-0.7777777777777778,1.1111111111111112,0.2777777777777778
H,42,15,14,30,2.333333333333333,0.7777777777777778,W,W,W,W,D,D,D,W,L,W,8,1.5555555555555556,-0.8333333333333334,1.5555555555555556,0.2777777777777778
NH,18,19,28,23,1.3333333333333333,1.0555555555555556,L,W,W,W,W,L,L,W,L,D,4,-0.5555555555555556,-0.2222222222222222,0.2777777777777778,0.4444444444444444
NH,21,18,21,20,0.9444444444444444,1.1666666666666667,W,L,W,L,L,D,W,D,L,L,5,0.0,-0.1111111111111111,-0.2222222222222222,0.0555555555555555
NH,19,53,26,15,1.1666666666666667,2.4444444444444446,W,W,L,D,L,W,W,L,W,D,10,-0.3888888888888889,2.111111111111111,-1.2777777777777777,-0.1666666666666666
NH,33,19,25,32,1.7777777777777777,0.8333333333333334,W,L,W,W,D,D,L,L,W,L,4,0.4444444444444444,-0.7222222222222222,0.9444444444444444,0.3333333333333333
NH,27,34,31,19,1.1666666666666667,2.111111111111111,D,D,W,L,W,W,D,W,L,W,10,-0.2222222222222222,0.8333333333333334,-0.9444444444444444,-0.1111111111111111
NH,16,17,21,31,1.0,0.8888888888888888,L,D,W,L,D,L,L,L,D,L,1,-0.2777777777777778,-0.7777777777777778,0.1111111111111111,0.2222222222222222
H,20,23,13,22,1.6666666666666667,1.5,D,W,W,L,D,L,D,L,L,D,2,0.3888888888888889,0.0555555555555555,0.1666666666666666,0.3333333333333333
H,34,18,26,32,1.736842105263158,0.8947368421052632,D,W,L,W,W,D,L,L,L,D,2,0.4210526315789473,-0.7368421052631579,0.8421052631578947,0.4210526315789473
NH,22,20,41,33,0.631578947368421,0.8421052631578947,L,W,L,L,L,D,D,L,L,W,5,-1.0,-0.6842105263157895,-0.2105263157894736,-0.1052631578947368
NH,36,19,21,23,1.7894736842105263,1.0526315789473684,D,D,D,W,W,D,L,L,W,L,4,0.7894736842105263,-0.2105263157894736,0.7368421052631579,0.2631578947368421
NH,47,25,14,39,2.3684210526315788,0.5789473684210527,W,W,W,W,W,D,L,L,L,W,4,1.736842105263158,-0.7368421052631579,1.7894736842105263,0.5789473684210527
NH,27,19,33,24,1.105263157894737,1.0,L,D,D,W,L,D,L,W,L,W,7,-0.3157894736842105,-0.2631578947368421,0.1052631578947368,-0.1052631578947368
NH,18,15,28,35,1.3157894736842106,0.7368421052631579,D,L,W,W,W,L,D,D,W,L,5,-0.5263157894736842,-1.0526315789473684,0.5789473684210527,0.2631578947368421
NH,17,35,22,20,1.0,2.0526315789473686,D,L,D,W,L,D,W,D,W,L,8,-0.2631578947368421,0.7894736842105263,-1.0526315789473684,-0.1578947368421052
H,22,53,22,15,0.9473684210526316,2.3684210526315788,D,W,L,W,L,D,W,W,L,W,10,0.0,2.0,-1.4210526315789471,-0.1578947368421052
NH,19,19,26,20,1.1578947368421053,1.263157894736842,D,W,W,L,D,W,D,W,D,L,8,-0.3684210526315789,-0.0526315789473684,-0.1052631578947368,0.0
NH,19,17,23,22,1.0526315789473684,1.0,D,L,L,W,L,D,L,D,W,L,5,-0.2105263157894736,-0.2631578947368421,0.0526315789473684,-0.0526315789473684
NH,28,20,41,30,0.7,1.3,W,D,L,L,L,D,D,L,W,W,8,-0.65,-0.5,-0.6,-0.2
H,20,35,25,26,1.0,1.8,D,D,L,W,L,W,D,W,L,W,10,-0.25,0.45,-0.8,-0.25
NH,18,28,33,34,0.85,1.1,L,D,L,L,L,D,L,D,D,W,6,-0.75,-0.3,-0.25,-0.25
NH,21,37,34,24,0.85,1.7,D,D,D,L,L,L,D,D,D,W,6,-0.65,0.65,-0.85,-0.15
H,53,24,16,15,2.25,1.7,L,D,W,W,L,W,D,D,W,W,11,1.85,0.45,0.55,-0.2
H,36,19,20,27,2.1,1.1,W,D,W,D,W,L,D,W,W,L,7,0.8,-0.4,1.0,0.2
NH,17,23,37,22,0.75,1.05,D,L,D,D,W,W,D,W,L,W,10,-1.0,0.05,-0.3,-0.2
NH,20,23,22,42,1.2,0.65,L,W,D,W,D,D,L,W,L,L,4,-0.1,-0.95,0.55,0.2
H,26,49,25,17,1.5,2.25,L,W,L,D,L,L,W,W,W,W,12,0.05,1.6,-0.75,-0.4
H,36,20,20,22,2.1,1.2,W,D,W,D,W,L,W,D,W,D,8,0.8,-0.1,0.9,0.15
NH,22,20,26,24,1.0952380952380951,1.1428571428571428,L,W,D,L,L,L,L,W,D,W,7,-0.1904761904761904,-0.1904761904761904,-0.0476190476190476,-0.1428571428571428
H,29,22,43,26,0.6666666666666666,1.0952380952380951,L,W,D,L,L,W,D,D,L,W,8,-0.6666666666666666,-0.1904761904761904,-0.4285714285714285,-0.1904761904761904
H,39,27,25,23,1.761904761904762,1.1428571428571428,W,L,D,D,D,W,W,D,W,L,10,0.6666666666666666,0.1904761904761904,0.6190476190476191,-0.1904761904761904
NH,24,22,18,31,1.619047619047619,1.380952380952381,L,W,D,D,W,W,D,D,L,W,8,0.2857142857142857,-0.4285714285714285,0.238095238095238,0.0
H,49,25,20,43,2.142857142857143,0.7619047619047619,L,L,W,W,W,W,D,L,W,L,7,1.380952380952381,-0.8571428571428571,1.380952380952381,0.0952380952380952
NH,38,22,20,36,2.142857142857143,0.8095238095238095,W,W,D,W,D,L,D,D,D,L,3,0.8571428571428571,-0.6666666666666666,1.3333333333333333,0.3809523809523809
NH,19,30,28,35,1.0476190476190477,1.1904761904761905,L,L,D,W,W,W,D,L,D,D,6,-0.4285714285714285,-0.238095238095238,-0.1428571428571428,0.0476190476190476
H,29,19,25,35,1.5714285714285714,0.8095238095238095,W,L,W,L,D,L,L,D,L,L,1,0.1904761904761904,-0.7619047619047619,0.7619047619047619,0.2857142857142857
H,20,36,23,28,1.0952380952380951,1.7142857142857142,W,D,D,L,D,L,W,D,W,L,7,-0.1428571428571428,0.3809523809523809,-0.6190476190476191,-0.0476190476190476
NH,18,56,41,16,0.7142857142857143,2.2857142857142856,L,D,L,D,D,W,L,D,W,W,10,-1.0952380952380951,1.9047619047619049,-1.5714285714285714,-0.3333333333333333
H,25,24,46,18,0.7272727272727273,1.5909090909090908,L,W,D,L,W,D,L,W,D,D,6,-0.9545454545454546,0.2727272727272727,-0.8636363636363636,0.0454545454545454
NH,21,32,25,44,1.1363636363636365,0.7727272727272727,D,L,L,W,D,W,L,W,D,L,7,-0.1818181818181818,-0.5454545454545454,0.3636363636363636,-0.0909090909090909
H,23,30,29,25,1.0454545454545454,1.6363636363636365,L,W,D,D,L,W,W,L,W,L,9,-0.2727272727272727,0.2272727272727272,-0.5909090909090909,-0.1818181818181818
NH,32,40,36,25,1.2727272727272727,1.818181818181818,W,W,D,L,D,W,W,L,D,D,8,-0.1818181818181818,0.6818181818181818,-0.5454545454545454,0.0
H,19,18,36,42,0.7727272727272727,0.6818181818181818,L,L,L,D,L,L,L,D,L,D,2,-0.7727272727272727,-1.0909090909090908,0.0909090909090909,-0.0454545454545454
NH,22,20,31,30,1.3636363636363635,1.0,D,W,D,D,L,L,L,L,D,W,4,-0.4090909090909091,-0.4545454545454545,0.3636363636363636,0.0909090909090909
H,27,23,24,25,1.0909090909090908,1.181818181818182,L,W,W,D,W,W,W,D,D,L,8,0.1363636363636363,-0.0909090909090909,-0.0909090909090909,0.0909090909090909
NH,23,23,37,27,0.8181818181818182,1.0909090909090908,D,L,D,D,D,D,L,W,D,L,5,-0.6363636363636364,-0.1818181818181818,-0.2727272727272727,-0.0454545454545454
NH,38,52,31,20,1.6363636363636365,2.1818181818181817,L,L,W,D,W,W,L,L,W,W,9,0.3181818181818182,1.4545454545454546,-0.5454545454545454,-0.0909090909090909
H,57,39,16,21,2.3181818181818183,2.090909090909091,W,W,L,D,W,D,W,W,D,W,11,1.8636363636363635,0.8181818181818182,0.2272727272727272,-0.0454545454545454
H,22,60,26,18,1.1304347826086956,2.347826086956522,D,D,L,L,W,W,W,W,L,D,10,-0.1739130434782608,1.826086956521739,-1.2173913043478262,-0.217391304347826
H,54,23,21,33,2.217391304347826,1.3043478260869563,W,W,L,L,W,L,D,W,D,D,6,1.434782608695652,-0.4347826086956521,0.9130434782608696,0.1304347826086956
NH,23,40,27,25,1.1304347826086956,1.7826086956521738,L,W,W,D,D,D,W,W,L,D,8,-0.1739130434782608,0.6521739130434783,-0.6521739130434783,0.0
H,41,19,24,45,2.0,0.6521739130434783,L,D,W,W,D,L,L,L,D,L,1,0.7391304347826086,-1.1304347826086956,1.3478260869565215,0.3043478260869565
NH,25,25,40,21,0.782608695652174,1.5217391304347827,L,D,L,D,D,L,D,L,W,D,5,-0.6521739130434783,0.1739130434782608,-0.7391304347826086,-0.0869565217391304
NH,26,22,29,37,1.173913043478261,0.8695652173913043,W,D,L,W,D,W,L,L,L,D,4,-0.1304347826086956,-0.6521739130434783,0.3043478260869565,0.1739130434782608
NH,33,32,45,30,0.782608695652174,1.565217391304348,D,W,L,W,D,L,W,W,L,W,9,-0.5217391304347826,0.0869565217391304,-0.782608695652174,-0.0434782608695652
NH,28,39,47,33,0.8260869565217391,1.565217391304348,W,L,W,D,L,L,L,L,W,D,4,-0.8260869565217391,0.2608695652173913,-0.7391304347826086,0.1304347826086956
NH,28,22,31,31,1.1304347826086956,1.0869565217391304,W,L,W,D,D,W,L,L,L,D,4,-0.1304347826086956,-0.391304347826087,0.0434782608695652,0.1739130434782608
H,29,32,24,36,1.173913043478261,1.2608695652173914,W,L,W,W,D,D,W,W,D,L,8,0.217391304347826,-0.1739130434782608,-0.0869565217391304,0.0869565217391304
H,39,33,33,47,1.5416666666666667,0.75,D,L,L,L,W,L,D,W,L,W,7,0.25,-0.5833333333333334,0.7916666666666666,-0.125
H,60,29,19,32,2.25,1.125,L,W,W,W,L,D,W,L,W,D,8,1.7083333333333333,-0.125,1.125,0.0416666666666666
H,32,28,39,47,1.2083333333333333,0.8333333333333334,L,D,W,W,D,D,W,L,W,D,8,-0.2916666666666667,-0.7916666666666666,0.375,0.0
NH,24,25,39,43,0.875,0.75,D,W,L,L,L,L,L,D,L,D,2,-0.625,-0.75,0.125,0.0833333333333333
NH,23,32,35,24,1.25,1.25,L,L,D,W,D,W,W,L,W,W,12,-0.5,0.3333333333333333,0.0,-0.2916666666666667
NH,23,24,32,28,1.0833333333333333,1.125,D,W,L,L,L,D,L,W,W,D,8,-0.375,-0.1666666666666666,-0.0416666666666666,-0.1666666666666666
NH,20,23,48,26,0.625,1.2083333333333333,L,L,L,L,D,W,D,D,L,L,5,-1.1666666666666667,-0.125,-0.5833333333333334,-0.1666666666666666
NH,41,56,26,21,1.75,2.25,D,D,W,W,L,W,W,W,L,L,9,0.625,1.4583333333333333,-0.5,-0.0416666666666666
H,34,28,30,31,1.625,1.1666666666666667,W,L,W,W,L,D,W,D,L,W,8,0.1666666666666666,-0.125,0.4583333333333333,0.0416666666666666
NH,28,44,21,25,1.5833333333333333,2.0416666666666665,W,L,D,L,W,W,L,D,W,W,10,0.2916666666666667,0.7916666666666666,-0.4583333333333333,-0.125
H,34,25,54,41,0.72,0.84,L,L,D,W,L,L,D,W,L,L,4,-0.8,-0.64,-0.12,0.0
NH,28,21,49,49,0.8,0.64,L,D,W,L,W,D,L,L,L,L,1,-0.84,-1.12,0.16,0.24
H,24,44,27,29,1.2,1.72,D,W,D,D,L,D,D,D,W,W,9,-0.12,0.6,-0.52,-0.12
H,29,23,35,36,1.08,1.2,L,D,W,L,W,L,L,L,D,W,4,-0.24,-0.52,-0.12,0.12
H,59,28,24,21,2.2,1.56,D,W,W,W,L,D,W,L,D,L,5,1.4,0.28,0.64,0.2
NH,33,46,24,34,1.32,1.6,W,W,W,L,W,W,D,L,L,L,4,0.36,0.48,-0.28,0.32
NH,26,34,29,39,1.2,1.28,W,D,L,W,W,W,L,D,W,W,10,-0.12,-0.2,-0.08,0.0
H,44,36,25,31,2.0,1.68,D,W,L,D,W,W,W,L,W,W,12,0.76,0.2,0.32,-0.16
NH,29,63,33,19,1.12,2.28,L,D,W,D,L,W,L,W,W,W,12,-0.16,1.76,-1.16,-0.28
NH,27,24,44,34,0.84,1.04,W,L,L,D,L,L,D,W,L,L,4,-0.68,-0.4,-0.2,0.0
H,44,29,31,51,1.6538461538461535,0.7692307692307693,L,D,D,D,W,L,L,D,W,L,4,0.5,-0.8461538461538461,0.8846153846153846,0.0769230769230769
H,64,37,19,56,2.3076923076923075,0.8076923076923077,W,W,L,W,W,W,L,L,D,W,7,1.7307692307692308,-0.7307692307692307,1.5,0.1923076923076923
NH,36,28,36,49,1.6153846153846154,0.8076923076923077,L,W,W,L,W,L,W,L,L,D,4,0.0,-0.8076923076923077,0.8076923076923077,0.1923076923076923
NH,27,31,44,36,0.8076923076923077,1.1538461538461535,L,L,D,W,L,W,L,D,W,L,7,-0.6538461538461539,-0.1923076923076923,-0.3461538461538461,-0.1153846153846153
H,29,34,35,26,1.1153846153846154,1.2692307692307692,W,L,D,W,L,L,W,W,W,L,9,-0.2307692307692307,0.3076923076923077,-0.1538461538461538,-0.0769230769230769
NH,23,29,50,34,0.7307692307692307,1.0769230769230769,W,D,L,L,L,L,L,D,W,D,5,-1.0384615384615383,-0.1923076923076923,-0.3461538461538461,-0.0384615384615384
H,48,49,35,25,1.6538461538461535,2.0384615384615383,W,W,D,L,L,W,D,W,L,D,8,0.5,0.9230769230769232,-0.3846153846153846,-0.0384615384615384
NH,37,61,41,25,1.3461538461538465,2.230769230769231,W,W,L,D,W,W,D,W,W,W,13,-0.1538461538461538,1.3846153846153846,-0.8846153846153846,-0.1153846153846153
H,24,28,38,32,1.1538461538461535,1.1538461538461535,L,L,L,L,D,L,W,D,L,W,7,-0.5384615384615384,-0.1538461538461538,0.0,-0.2307692307692307
