FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,ATFormPts,HTGD,ATGD,DiffPts,DiffFormPts
H,38,31,37,46,1.2857142857142858,1.0714285714285714,W,L,W,L,L,D,D,L,W,W,8,0.0357142857142857,-0.5357142857142857,0.2142857142857142,-0.0714285714285714
H,29,35,29,46,1.103448275862069,1.103448275862069,D,D,D,W,L,L,D,L,L,W,4,0.0,-0.3793103448275862,0.0,0.0689655172413793
H,44,27,25,49,1.7241379310344829,0.9310344827586208,D,L,W,D,L,L,D,W,D,L,5,0.6551724137931034,-0.7586206896551724,0.7931034482758621,0.0
NH,43,37,39,37,1.2413793103448276,1.2413793103448276,D,W,D,D,L,W,W,L,W,L,9,0.1379310344827586,0.0,0.0,-0.1034482758620689
H,33,32,49,35,0.9655172413793104,1.1724137931034482,W,D,L,W,D,D,L,L,W,L,4,-0.5517241379310345,-0.1034482758620689,-0.2068965517241379,0.1379310344827586
H,36,62,35,27,1.3448275862068966,2.0689655172413794,L,D,W,W,W,L,W,W,L,W,9,0.0344827586206896,1.206896551724138,-0.7241379310344828,0.0344827586206896
NH,31,41,46,34,0.9655172413793104,1.6551724137931034,W,D,L,W,L,D,L,W,W,W,10,-0.5172413793103449,0.2413793103448276,-0.6896551724137931,-0.1034482758620689
NH,42,51,55,24,1.103448275862069,1.7586206896551724,L,W,D,L,L,W,W,D,L,W,10,-0.4482758620689655,0.9310344827586208,-0.6551724137931034,-0.2068965517241379
NH,37,27,37,39,1.2413793103448276,1.0689655172413792,W,W,L,W,L,D,L,L,W,W,7,0.0,-0.4137931034482758,0.1724137931034483,0.0689655172413793
NH,35,31,47,46,1.137931034482759,0.9655172413793104,W,D,D,L,W,W,D,L,W,L,7,-0.4137931034482758,-0.5172413793103449,0.1724137931034483,0.0344827586206896
NH,35,42,46,55,1.103448275862069,1.103448275862069,L,D,L,L,W,L,W,D,L,L,4,-0.3793103448275862,-0.4482758620689655,0.0,0.0
H,38,32,38,31,1.2333333333333334,1.1666666666666667,D,W,W,L,W,W,D,D,D,W,9,0.0,0.0333333333333333,0.0666666666666666,0.0333333333333333
H,63,42,30,40,2.0,1.3333333333333333,L,L,W,W,L,W,D,W,L,W,10,1.1,0.0666666666666666,0.6666666666666666,-0.1333333333333333
H,32,44,38,41,1.1333333333333333,1.2,L,D,L,L,W,L,D,W,D,D,6,-0.2,0.1,-0.0666666666666666,-0.0666666666666666
NH,41,36,34,49,1.6333333333333333,1.0333333333333334,D,D,L,W,W,W,W,D,L,W,10,0.2333333333333333,-0.4333333333333333,0.6,-0.0666666666666666
NH,39,59,54,29,1.0666666666666669,1.9333333333333331,W,D,D,D,L,D,D,W,W,D,9,-0.5,1.0,-0.8666666666666667,-0.1
H,27,28,50,41,0.9,1.0333333333333334,L,L,D,W,D,L,D,L,L,W,4,-0.7666666666666667,-0.4333333333333333,-0.1333333333333333,0.0333333333333333
H,53,45,24,25,1.8,1.7666666666666666,W,W,W,D,L,W,D,L,W,D,8,0.9666666666666668,0.6666666666666666,0.0333333333333333,0.0666666666666666
NH,33,39,35,36,1.2666666666666666,1.4,D,L,L,L,L,W,L,D,W,W,10,-0.0666666666666666,0.1,-0.1333333333333333,-0.3
NH,59,37,29,49,1.9333333333333331,1.0666666666666669,D,D,W,W,D,L,L,D,L,L,1,1.0,-0.4,0.8666666666666667,0.2666666666666666
H,28,42,41,40,1.0333333333333334,1.3333333333333333,L,D,L,L,W,W,D,W,L,W,10,-0.4333333333333333,0.0666666666666666,-0.3,-0.2
NH,40,37,39,51,1.2903225806451613,1.064516129032258,W,D,W,W,L,L,L,W,D,D,5,0.032258064516129,-0.4516129032258064,0.2258064516129032,0.1612903225806451
H,44,35,45,49,1.1612903225806452,1.032258064516129,L,L,D,W,D,W,D,W,D,L,8,-0.032258064516129,-0.4516129032258064,0.1290322580645161,-0.0967741935483871
NH,36,54,38,25,1.1935483870967742,1.7741935483870968,W,L,D,L,L,D,W,W,W,D,11,-0.064516129032258,0.935483870967742,-0.5806451612903226,-0.2258064516129032
H,41,41,56,36,1.064516129032258,1.4516129032258065,D,W,D,D,D,W,W,L,D,W,10,-0.4838709677419355,0.1612903225806451,-0.3870967741935484,-0.0967741935483871
NH,36,64,49,30,1.032258064516129,2.032258064516129,D,W,W,D,L,W,L,L,W,W,9,-0.4193548387096774,1.096774193548387,-1.0,-0.032258064516129
NH,29,41,51,34,0.967741935483871,1.6129032258064515,W,L,L,D,W,D,D,D,L,W,6,-0.7096774193548387,0.2258064516129032,-0.6451612903225806,0.032258064516129
H,33,45,33,60,1.1290322580645162,1.064516129032258,L,W,D,D,D,D,L,L,W,D,5,0.0,-0.4838709677419355,0.064516129032258,0.032258064516129
H,45,33,27,37,1.7096774193548387,1.2258064516129032,L,W,D,L,W,L,D,L,L,L,1,0.5806451612903226,-0.1290322580645161,0.4838709677419355,0.1935483870967742
NH,39,30,51,42,1.064516129032258,1.096774193548387,D,L,L,D,L,W,L,D,L,L,4,-0.3870967741935484,-0.3870967741935484,-0.032258064516129,-0.064516129032258
H,42,36,41,49,1.2903225806451613,1.032258064516129,L,W,D,W,L,D,W,W,D,L,8,0.032258064516129,-0.4193548387096774,0.2580645161290322,-0.032258064516129
H,55,29,25,51,1.8125,0.96875,W,D,W,W,W,D,W,L,L,D,5,0.9375,-0.6875,0.84375,0.25
H,68,36,32,33,2.0625,1.1875,W,W,L,L,W,W,L,W,D,D,8,1.125,0.09375,0.875,0.03125
NH,33,43,42,57,1.1875,1.125,L,L,D,L,L,W,D,W,D,D,9,-0.28125,-0.4375,0.0625,-0.25
H,44,37,36,39,1.65625,1.1875,W,D,D,D,L,D,W,L,D,L,5,0.25,-0.0625,0.46875,0.03125
NH,36,42,53,41,1.0,1.28125,L,W,D,W,D,D,W,D,W,W,11,-0.53125,0.03125,-0.28125,-0.09375
H,39,48,53,46,1.0625,1.21875,D,L,L,W,D,W,L,L,D,W,7,-0.4375,0.0625,-0.15625,-0.0625
NH,45,62,63,30,1.03125,1.9375,L,D,L,L,W,W,D,D,D,W,9,-0.5625,1.0,-0.90625,-0.15625
H,42,50,38,27,1.40625,1.75,L,W,W,L,D,W,L,W,D,L,7,0.125,0.71875,-0.34375,0.0
H,31,33,43,42,1.09375,1.1875,D,W,L,D,L,L,L,D,L,L,1,-0.375,-0.28125,-0.09375,0.125
NH,45,29,63,51,1.03125,0.96875,L,D,L,L,W,D,W,L,L,D,5,-0.5625,-0.6875,0.0625,-0.03125
H,45,40,41,52,1.3333333333333333,1.0606060606060606,W,D,W,D,W,D,D,D,L,L,3,0.1212121212121212,-0.3636363636363636,0.2727272727272727,0.2424242424242424
NH,46,58,59,26,1.181818181818182,1.8484848484848484,W,W,D,W,D,W,W,D,W,W,13,-0.3939393939393939,0.9696969696969696,-0.6666666666666666,-0.0606060606060606
NH,38,40,56,53,0.9696969696969696,1.121212121212121,L,L,D,W,W,W,D,L,L,W,7,-0.5454545454545454,-0.3939393939393939,-0.1515151515151515,0.0
NH,63,45,31,38,1.9090909090909087,1.4545454545454546,D,W,D,D,D,W,L,W,W,L,9,0.9696969696969696,0.2121212121212121,0.4545454545454545,-0.0606060606060606
NH,48,70,47,32,1.181818181818182,2.090909090909091,L,W,L,L,D,W,W,W,L,L,9,0.0303030303030303,1.1515151515151516,-0.9090909090909092,-0.1515151515151515
H,58,33,26,43,1.8484848484848484,1.1515151515151516,W,W,D,W,W,W,D,W,L,D,8,0.9696969696969696,-0.303030303030303,0.696969696969697,0.1515151515151515
NH,47,63,39,31,1.6363636363636365,1.9090909090909087,D,W,D,D,D,D,W,D,D,D,7,0.2424242424242424,0.9696969696969696,-0.2727272727272727,0.0
NH,40,39,53,42,1.121212121212121,1.1515151515151516,W,D,L,L,W,L,D,W,L,D,5,-0.3939393939393939,-0.0909090909090909,-0.0303030303030303,0.0606060606060606
NH,46,48,66,47,1.0,1.181818181818182,L,L,D,L,L,L,W,L,L,D,4,-0.6060606060606061,0.0303030303030303,-0.1818181818181818,-0.0909090909090909
H,58,38,26,56,1.8484848484848484,0.9696969696969696,W,W,D,W,W,L,L,D,W,W,7,0.9696969696969696,-0.5454545454545454,0.8787878787878788,0.1818181818181818
H,46,34,39,46,1.4411764705882353,1.1176470588235294,D,W,L,W,W,L,W,D,W,L,7,0.2058823529411764,-0.3529411764705882,0.3235294117647059,0.088235294117647
H,70,47,32,41,2.0588235294117645,1.3823529411764706,D,W,W,W,L,W,W,D,W,D,11,1.1176470588235294,0.1764705882352941,0.6764705882352942,-0.0294117647058823
H,35,32,47,53,1.1176470588235294,1.0,L,L,L,L,D,W,L,D,W,L,7,-0.3529411764705882,-0.6176470588235294,0.1176470588235294,-0.1764705882352941
NH,49,47,41,62,1.6176470588235294,1.1470588235294117,D,D,W,D,D,L,W,W,D,W,10,0.2352941176470588,-0.4411764705882353,0.4705882352941176,-0.088235294117647
NH,37,37,57,36,0.9705882352941176,1.1470588235294117,D,L,L,W,D,D,L,W,L,W,7,-0.5882352941176471,0.0294117647058823,-0.1764705882352941,-0.0588235294117647
H,48,66,44,34,1.3529411764705883,1.8823529411764703,W,W,L,L,W,D,D,W,D,D,7,0.1176470588235294,0.9411764705882352,-0.5294117647058824,0.0588235294117647
NH,40,51,54,30,1.0294117647058822,1.7352941176470589,L,D,D,D,L,W,L,W,L,W,9,-0.4117647058823529,0.6176470588235294,-0.7058823529411765,-0.1764705882352941
H,40,37,43,57,1.1470588235294117,0.9705882352941176,D,L,D,W,L,D,L,L,W,D,5,-0.088235294117647,-0.5882352941176471,0.1764705882352941,0.0
H,37,48,36,44,1.1470588235294117,1.3529411764705883,D,L,W,L,W,W,W,L,L,W,9,0.0294117647058823,0.1176470588235294,-0.2058823529411764,-0.0588235294117647
H,40,48,54,44,1.0294117647058822,1.3529411764705883,L,D,D,D,L,W,W,L,L,W,9,-0.4117647058823529,0.1176470588235294,-0.3235294117647059,-0.1764705882352941
NH,48,43,70,43,0.9714285714285714,1.2,D,L,L,L,D,W,D,L,D,W,8,-0.6285714285714286,0.0,-0.2285714285714285,-0.1714285714285714
H,64,50,27,43,1.9142857142857144,1.5714285714285714,W,W,W,W,D,L,D,D,W,D,6,1.0571428571428572,0.2,0.3428571428571428,0.2
NH,39,40,49,36,1.1714285714285717,1.2,W,L,L,L,L,W,D,L,W,L,7,-0.2857142857142857,0.1142857142857142,-0.0285714285714285,-0.1142857142857142
H,49,43,64,55,1.1428571428571428,1.1714285714285717,D,L,W,W,D,D,W,W,D,L,8,-0.4285714285714285,-0.3428571428571428,-0.0285714285714285,0.0
NH,34,47,57,42,0.9714285714285714,1.3428571428571427,L,W,L,D,W,L,W,W,D,W,10,-0.6571428571428571,0.1428571428571428,-0.3714285714285714,-0.0857142857142857
H,67,71,36,32,1.8285714285714283,2.085714285714286,L,D,D,W,D,W,D,W,W,W,13,0.8857142857142857,1.1142857142857143,-0.2571428571428571,-0.2
NH,34,37,51,60,1.0857142857142856,0.9428571428571428,L,L,W,D,W,L,D,L,L,W,4,-0.4857142857142857,-0.6571428571428571,0.1428571428571428,0.0857142857142857
H,51,49,39,48,1.4857142857142858,1.1714285714285717,W,D,W,L,W,D,D,L,W,L,5,0.3428571428571428,0.0285714285714285,0.3142857142857143,0.1428571428571428
H,53,39,31,61,1.7714285714285714,0.9142857142857144,W,W,L,W,L,L,L,L,L,D,1,0.6285714285714286,-0.6285714285714286,0.8571428571428571,0.2285714285714285
NH,43,34,55,57,1.1714285714285717,0.9714285714285714,D,W,W,D,L,L,W,L,D,W,7,-0.3428571428571428,-0.6571428571428571,0.2,0.0285714285714285
NH,48,39,48,52,1.2777777777777777,1.1388888888888888,L,L,W,W,L,L,W,L,L,L,3,0.0,-0.3611111111111111,0.1388888888888889,0.0833333333333333
H,48,54,43,33,1.3333333333333333,1.7222222222222223,D,L,W,W,D,L,W,W,L,W,9,0.1388888888888889,0.5833333333333334,-0.3888888888888889,-0.0277777777777777
H,49,35,51,52,1.1388888888888888,1.0833333333333333,L,D,D,L,W,D,L,L,W,D,5,-0.0555555555555555,-0.4722222222222222,0.0555555555555555,0.0
NH,51,48,44,70,1.5555555555555556,0.9722222222222222,D,L,D,D,W,D,D,L,L,L,2,0.1944444444444444,-0.6111111111111112,0.5833333333333334,0.1111111111111111
NH,40,41,63,55,0.8888888888888888,1.0555555555555556,L,L,L,L,L,W,L,L,D,D,5,-0.6388888888888888,-0.3888888888888889,-0.1666666666666666,-0.1388888888888889
H,71,66,33,28,2.0277777777777777,1.9444444444444444,L,W,D,W,W,W,W,W,W,W,15,1.0555555555555556,1.0555555555555556,0.0833333333333333,-0.1388888888888889
H,43,68,43,36,1.1944444444444444,1.8611111111111112,D,W,D,L,D,W,L,D,D,W,8,0.0,0.8888888888888888,-0.6666666666666666,-0.0555555555555555
H,38,51,61,65,0.9444444444444444,1.1944444444444444,D,L,D,L,L,W,D,L,W,W,10,-0.6388888888888888,-0.3888888888888889,-0.25,-0.2222222222222222
NH,43,54,36,39,1.25,1.5277777777777777,W,W,D,L,W,W,W,D,W,L,10,0.1944444444444444,0.4166666666666667,-0.2777777777777778,0.0
H,54,51,33,44,1.7222222222222223,1.5555555555555556,L,W,W,L,W,D,L,D,D,W,6,0.5833333333333334,0.1944444444444444,0.1666666666666666,0.0833333333333333
NH,42,73,56,34,1.054054054054054,2.054054054054054,D,W,L,L,D,W,L,W,D,W,10,-0.3783783783783784,1.054054054054054,-1.0,-0.1351351351351351
H,49,49,71,50,0.972972972972973,1.2432432432432432,D,D,D,L,L,L,L,L,W,W,6,-0.5945945945945946,-0.027027027027027,-0.2702702702702703,-0.081081081081081
NH,41,41,53,62,1.1891891891891893,1.0,W,L,W,L,L,W,D,L,D,L,5,-0.3243243243243243,-0.5675675675675675,0.1891891891891892,0.027027027027027
H,52,50,68,44,1.162162162162162,1.3783783783783785,L,W,D,L,W,W,D,L,W,W,10,-0.4324324324324324,0.1621621621621621,-0.2162162162162162,-0.081081081081081
NH,69,45,39,58,1.8108108108108107,1.135135135135135,L,W,L,D,D,D,L,D,W,W,8,0.8108108108108109,-0.3513513513513513,0.6756756756756757,-0.081081081081081
NH,36,45,54,41,1.054054054054054,1.2162162162162162,L,D,L,L,W,L,W,W,D,L,7,-0.4864864864864865,0.1081081081081081,-0.1621621621621621,-0.081081081081081
NH,67,51,30,52,1.891891891891892,1.1891891891891893,L,W,W,W,W,W,L,D,D,L,5,1.0,-0.027027027027027,0.7027027027027027,0.1891891891891892
NH,59,51,41,45,1.5675675675675675,1.5135135135135136,W,W,W,D,W,L,D,L,D,D,3,0.4864864864864865,0.1621621621621621,0.054054054054054,0.2702702702702703
H,36,41,59,64,0.972972972972973,0.8918918918918919,D,D,L,W,L,D,L,L,L,L,1,-0.6216216216216216,-0.6216216216216216,0.081081081081081,0.1081081081081081
H,55,46,33,44,1.7567567567567568,1.2432432432432432,W,L,W,W,L,W,D,W,D,L,8,0.5945945945945946,0.054054054054054,0.5135135135135135,0.027027027027027
H,47,59,59,43,1.1842105263157894,1.5263157894736843,W,D,L,D,W,L,W,W,W,D,10,-0.3157894736842105,0.4210526315789473,-0.3421052631578947,-0.0526315789473684
NH,52,58,54,33,1.2105263157894737,1.7894736842105263,L,L,L,L,W,W,W,L,W,W,12,-0.0526315789473684,0.6578947368421053,-0.5789473684210527,-0.2368421052631578
H,50,69,45,32,1.3421052631578947,1.868421052631579,L,W,D,L,W,D,L,W,W,W,10,0.131578947368421,0.9736842105263158,-0.5263157894736842,-0.0789473684210526
NH,47,70,41,41,1.263157894736842,1.763157894736842,W,L,W,W,D,L,L,W,L,D,4,0.1578947368421052,0.7631578947368421,-0.5,0.1578947368421052
H,74,53,35,74,2.026315789473684,1.0263157894736843,D,W,L,W,D,W,D,D,D,L,6,1.0263157894736843,-0.5526315789473685,1.0,0.0526315789473684
NH,53,53,54,68,1.1842105263157894,1.2105263157894737,D,W,L,D,D,W,L,W,D,L,7,-0.0263157894736842,-0.3947368421052631,-0.0263157894736842,-0.0263157894736842
NH,46,39,47,61,1.2105263157894737,1.0263157894736843,L,W,D,W,D,W,D,D,L,W,8,-0.0263157894736842,-0.5789473684210527,0.1842105263157894,0.0
H,53,36,45,56,1.5526315789473684,1.0263157894736843,W,L,D,L,D,L,L,D,L,L,1,0.2105263157894736,-0.5263157894736842,0.5263157894736842,0.1052631578947368
NH,43,42,67,56,0.868421052631579,1.1578947368421053,L,D,L,L,L,L,W,L,W,L,6,-0.631578947368421,-0.3684210526315789,-0.2894736842105263,-0.131578947368421
NH,44,43,63,57,1.0526315789473684,1.0526315789473684,W,W,D,L,D,D,D,W,L,L,5,-0.5,-0.3684210526315789,0.0,0.0789473684210526
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
H,0,1,0,2,0.5,0.0,D,M,M,M,M,L,M,M,M,M,0,0.0,-0.5,0.5,0.5
H,0,1,0,2,0.5,0.0,D,M,M,M,M,L,M,M,M,M,0,0.0,-0.5,0.5,0.5
NH,0,0,1,4,0.0,0.0,L,M,M,M,M,L,M,M,M,M,0,-0.5,-2.0,0.0,0.0
NH,1,0,1,0,0.5,0.5,D,M,M,M,M,D,M,M,M,M,1,0.0,0.0,0.0,0.0
NH,0,1,4,1,0.0,0.5,L,M,M,M,M,D,M,M,M,M,1,-2.0,0.0,-0.5,-0.5
NH,4,4,0,0,1.5,1.5,W,M,M,M,M,W,M,M,M,M,3,2.0,2.0,0.0,0.0
NH,1,0,1,0,0.5,0.5,D,M,M,M,M,D,M,M,M,M,1,0.0,0.0,0.0,0.0
H,2,0,1,0,1.5,0.5,W,M,M,M,M,D,M,M,M,M,1,0.5,0.0,1.0,1.0
H,2,0,1,3,1.5,0.0,W,M,M,M,M,L,M,M,M,M,0,0.5,-1.5,1.5,1.5
NH,0,2,0,1,0.5,1.5,D,M,M,M,M,W,M,M,M,M,3,0.0,0.5,-1.0,-1.0
NH,2,1,5,1,0.0,1.0,L,L,M,M,M,W,L,M,M,M,3,-1.0,0.0,-1.0,-1.0
H,2,2,1,2,1.3333333333333333,0.6666666666666666,W,D,M,M,M,D,D,M,M,M,2,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
H,3,6,1,3,1.3333333333333333,1.0,W,D,M,M,M,L,W,M,M,M,3,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333
NH,0,1,4,2,0.3333333333333333,0.3333333333333333,D,L,M,M,M,L,D,M,M,M,1,-1.3333333333333333,-0.3333333333333333,0.0,0.0
H,1,1,1,4,0.6666666666666666,1.0,D,D,M,M,M,W,L,M,M,M,3,0.0,-1.0,-0.3333333333333333,-0.3333333333333333
H,5,0,1,2,2.0,0.3333333333333333,W,W,M,M,M,L,D,M,M,M,1,1.3333333333333333,-0.6666666666666666,1.6666666666666667,1.6666666666666667
H,1,0,0,2,1.3333333333333333,0.3333333333333333,W,D,M,M,M,L,D,M,M,M,1,0.3333333333333333,-0.6666666666666666,1.0,1.0
NH,1,7,8,2,0.0,2.0,L,L,M,M,M,W,W,M,M,M,6,-2.333333333333333,1.6666666666666667,-2.0,-2.0
NH,2,1,4,1,0.0,0.6666666666666666,L,L,M,M,M,D,D,M,M,M,2,-0.6666666666666666,0.0,-0.6666666666666666,-0.6666666666666666
H,0,0,2,4,0.3333333333333333,0.3333333333333333,L,D,M,M,M,D,L,M,M,M,1,-0.6666666666666666,-1.3333333333333333,0.0,0.0
NH,7,13,6,3,0.75,2.25,L,L,W,M,M,W,W,W,M,M,9,0.25,2.5,-1.5,-1.5
NH,3,3,3,1,1.0,1.25,D,W,L,M,M,D,W,D,M,M,5,0.0,0.5,-0.25,-0.25
H,12,3,3,1,2.25,1.25,W,W,W,M,M,W,D,D,M,M,5,2.25,0.5,1.0,1.0
H,2,6,1,2,1.25,1.75,W,D,D,M,M,W,W,D,M,M,7,0.25,1.0,-0.5,-0.5
NH,1,5,2,2,0.5,1.75,D,L,D,M,M,W,W,D,M,M,7,-0.25,0.75,-1.25,-1.25
NH,4,3,1,8,1.75,0.75,D,W,W,M,M,W,L,L,M,M,3,0.75,-1.25,1.0,1.0
NH,1,2,4,6,0.25,0.0,L,L,D,M,M,L,L,L,M,M,0,-0.75,-1.0,0.25,0.25
NH,3,2,5,5,0.5,0.0,L,D,D,M,M,L,L,L,M,M,0,-0.5,-0.75,0.5,0.5
NH,1,3,6,1,0.75,1.75,L,W,L,M,M,W,W,D,M,M,7,-1.25,0.5,-1.0,-1.0
NH,3,3,1,1,1.25,1.75,D,W,D,M,M,W,W,D,M,M,7,0.5,0.5,-0.5,-0.5
H,3,3,7,10,0.2,0.8,D,L,L,L,M,W,L,L,D,M,4,-0.8,-1.4,-0.6,-0.6
NH,7,3,11,6,0.6,0.4,L,L,L,W,M,L,L,D,D,M,2,-0.8,-0.6,0.2,0.2
H,6,3,4,4,1.4,1.0,W,D,W,L,M,L,W,D,D,M,5,0.4,-0.2,0.4,0.4
H,0,3,5,5,0.4,0.6,L,D,D,L,M,W,L,L,L,M,3,-1.0,-0.4,-0.2,-0.2
NH,4,1,3,6,1.4,0.8,L,D,W,W,M,D,L,W,L,M,4,0.2,-1.0,0.6,0.6
NH,2,15,5,3,0.4,2.4,D,L,L,D,M,W,W,W,W,M,12,-0.6,2.4,-2.0,-2.0
H,18,7,3,3,2.4,2.0,W,W,W,W,M,W,W,W,D,M,10,3.0,0.8,0.4,0.4
H,2,3,4,1,0.4,1.6,L,D,L,D,M,W,W,D,D,M,8,-0.4,0.4,-1.2,-1.2
H,7,6,8,3,1.2,1.4,W,W,L,L,M,L,W,W,D,M,7,-0.2,0.6,-0.2,-0.2
H,3,7,10,11,0.8,0.6,W,L,L,D,M,L,L,L,W,M,3,-1.4,-0.8,0.2,0.2
H,8,3,6,5,1.6666666666666667,0.8333333333333334,L,W,W,W,D,W,L,D,D,L,5,0.3333333333333333,-0.3333333333333333,0.8333333333333334,0.8333333333333334
H,6,4,7,6,1.1666666666666667,1.1666666666666667,L,L,W,W,D,L,L,D,W,W,7,-0.1666666666666666,-0.3333333333333333,0.0,0.0
H,17,6,5,6,2.1666666666666665,1.1666666666666667,D,W,W,W,W,L,W,D,W,L,7,2.0,0.0,1.0,1.0
H,4,7,2,10,1.5,0.6666666666666666,D,D,W,W,D,W,D,L,L,L,4,0.3333333333333333,-0.5,0.8333333333333334,0.8333333333333334
NH,3,21,5,4,1.3333333333333333,2.5,L,W,W,D,D,W,W,W,W,W,15,-0.3333333333333333,2.833333333333333,-1.1666666666666667,-1.1666666666666667
NH,3,4,8,7,0.5,0.5,L,W,L,L,L,D,D,L,L,D,3,-0.8333333333333334,-0.5,0.0,0.0
NH,4,9,7,9,0.8333333333333334,1.5,L,L,W,D,D,W,W,W,L,L,9,-0.5,0.0,-0.6666666666666666,-0.6666666666666666
NH,4,6,6,4,1.1666666666666667,1.1666666666666667,W,D,L,W,L,D,D,D,W,D,7,-0.3333333333333333,0.3333333333333333,0.0,0.0
H,5,6,7,4,0.8333333333333334,0.8333333333333334,W,L,L,D,D,W,L,D,L,D,5,-0.3333333333333333,0.3333333333333333,0.0,0.0
H,6,4,4,7,1.1666666666666667,0.8333333333333334,D,D,D,W,D,L,L,W,D,D,5,0.3333333333333333,-0.5,0.3333333333333333,0.3333333333333333
NH,8,19,13,5,0.5714285714285714,2.2857142857142856,L,W,D,L,L,W,D,W,W,W,13,-0.7142857142857143,2.0,-1.7142857142857142,-1.2857142857142858
NH,6,8,8,8,1.0,1.4285714285714286,L,L,W,D,W,W,L,L,W,W,9,-0.2857142857142857,0.0,-0.4285714285714285,-0.2857142857142857
H,22,7,5,8,2.2857142857142856,1.1428571428571428,D,W,W,W,W,W,W,L,L,D,7,2.4285714285714284,-0.1428571428571428,1.1428571428571428,0.8571428571428571
NH,7,3,6,8,0.7142857142857143,0.5714285714285714,L,W,L,D,L,D,L,W,L,L,4,0.1428571428571428,-0.7142857142857143,0.1428571428571428,0.0
NH,5,7,8,3,1.0,1.7142857142857142,L,L,L,D,W,W,D,D,W,W,11,-0.4285714285714285,0.5714285714285714,-0.7142857142857143,-1.0
NH,8,12,16,7,0.4285714285714285,1.8571428571428568,L,L,L,L,L,W,L,W,W,W,12,-1.1428571428571428,0.7142857142857143,-1.4285714285714286,-1.7142857142857142
H,4,5,7,7,0.5714285714285714,1.1428571428571428,D,D,D,L,L,D,W,D,L,W,8,-0.4285714285714285,-0.2857142857142857,-0.5714285714285714,-0.7142857142857143
H,4,4,9,6,0.7142857142857143,1.2857142857142858,L,W,L,D,D,D,L,W,W,D,8,-0.7142857142857143,-0.2857142857142857,-0.5714285714285714,-0.4285714285714285
H,11,9,10,14,1.7142857142857142,1.0,W,W,W,W,L,W,L,W,L,L,6,0.1428571428571428,-0.7142857142857143,0.7142857142857143,0.8571428571428571
H,12,6,7,8,1.8571428571428568,1.0,W,L,W,W,W,L,L,W,D,W,7,0.7142857142857143,-0.2857142857142857,0.8571428571428571,0.7142857142857143
NH,10,24,8,5,1.625,2.375,W,W,L,L,W,W,D,W,W,W,13,0.25,2.375,-0.75,-0.5
H,23,9,5,5,2.375,1.375,W,W,D,W,W,W,D,D,D,D,7,2.25,0.5,1.0,0.75
H,7,6,10,9,1.0,1.0,L,W,W,L,L,W,L,W,L,D,7,-0.375,-0.375,0.0,-0.125
NH,5,8,13,17,1.0,0.5,L,D,W,D,L,L,L,W,D,L,4,-1.0,-1.125,0.5,0.125
H,4,10,8,7,1.125,0.875,L,D,L,W,W,W,D,D,D,L,6,-0.5,0.375,0.25,0.125
NH,5,9,11,21,0.625,0.375,L,L,L,L,W,L,L,L,L,L,0,-0.75,-1.5,0.25,0.375
H,10,9,16,8,0.875,0.75,L,W,L,W,L,D,L,W,L,D,5,-0.75,0.125,0.125,0.125
NH,9,13,4,12,1.875,1.625,W,W,D,D,W,D,W,W,W,W,13,0.625,0.125,0.25,-0.25
H,5,6,10,10,0.625,0.875,D,D,L,W,L,L,L,L,L,D,1,-0.625,-0.5,-0.25,0.5
NH,9,5,5,10,1.375,0.625,W,D,D,D,D,D,D,L,W,L,5,0.5,-0.625,0.75,0.25
NH,12,10,22,10,0.6666666666666666,0.6666666666666666,W,L,L,L,L,L,D,L,W,L,4,-1.1111111111111112,0.0,0.0,-0.1111111111111111
NH,11,10,9,11,1.5555555555555556,1.2222222222222223,D,W,W,L,L,W,L,W,W,L,9,0.2222222222222222,-0.1111111111111111,0.3333333333333333,-0.2222222222222222
H,11,6,6,14,1.7777777777777777,0.5555555555555556,D,W,W,D,D,L,L,L,L,L,0,0.5555555555555556,-0.8888888888888888,1.2222222222222223,1.0
